Raymond Edward Hitchcock,November 28  1929  Christchurch  Canterbury ,88 years 131 days,Canterbury ,,Left-hand bat,Legbreak googly,,
W Hitchens,date unknown ,,Hawke's Bay,,,(unknown arm) fast-medium,,
F Hoar,date unknown ,,Wellington,,,,,
Newman R Hoar,date unknown  Nelson  Nelson ,,Wellington,,Right-hand bat,(unknown arm) fast,,
Deborah Ann Hockley,November 7  1962  Christchurch  Canterbury ,55 years 152 days,Canterbury 'A' Women ,,Right-hand bat,Right-arm medium,,
Paul S Hodder,date unknown ,,Northern Districts,,,,,
Reginald William Hodder,1867  Nelson ,,Nelson,,,,Wicketkeeper,
G Hodge,date unknown ,,Wellington,,,,Wicketkeeper,
Amy Elizabeth Hodgson,July 1  1984  Auckland ,33 years 281 days,Auckland Women,Middle-order batsman,Right-hand bat,Right-arm medium,,
Alec Tate Hodgson,October 23  1994  Dunedin  Otago ,23 years 167 days,New Zealand Under-19s,,Right-hand bat,Right-arm medium-fast,,
Melinda Jane Hodgson,July 8  1988  Innisfail  Queensland  Australia ,29 years 274 days,Wellington Women,,Right-hand bat,Right-arm medium,,
Wayne Gilbert Hodgson,June 25  1959  Nelson ,,Central Districts,,Right-hand bat,Legbreak,August 20  2013  Nelson (aged 54 years 56 days) ,
Katharine Moana Hoffman,June 17  1993  Newcastle  NSW  Australia ,24 years 295 days,Wellington Under-21s Women,,Right-hand bat,Right-arm medium,,
William Arthur Holdaway,March 18  1893  Dunedin  Otago ,,Otago,,,,August 23  1967  Dunedin  Otago (aged 74 years 158 days) ,
Glenn Ciffard Holdem,November 22  1966  Christchurch  Canterbury ,51 years 137 days,,,,,Umpire,
Allen Clyde Holden,April 18  1911  Christchurch  Canterbury ,,Otago,,Right-hand bat,,December 12  1980  Dunedin  Otago (aged 69 years 238 days) ,
VL Holden,date unknown ,,Otago Women,,,,,
William James Holden,July 20  1883  Dunedin  Otago ,,Otago,,,,August 2  1949  Invercargill  Southland (aged 66 years 13 days) ,
Henry Victor Angel Holderness,May 24  1889  Dunedin  Otago ,,Otago,,,,July 17  1974  Dunedin  Otago (aged 85 years 54 days) ,
Alfred Richardson Holdship,October 15  1867  Auckland ,,Wellington,,Right-hand bat,,Brother - ,
Frank Holdsworth,1872 ,,Wellington,,Right-hand bat,Right-arm medium,August 4  1941  Wellington (aged 69 years) ,
Henry Whitworth Hole,1856  Woolsey Near Crediton  Devon ,,Nelson,,,,1942  Wanganui (aged 86 years) ,
AS Holland,date unknown ,,Auckland,,,,,
Chester Arthur Holland,August 26  1888  Bunnythorpe  Manawatu ,,Wellington,,Right-hand bat,Right-arm offbreak,November 10  1976  Wellington (aged 88 years 76 days) ,
James Alexander Holland,1946 ,72 years,,,,,Umpire,
Peter Jesse Holland,May 5  1958  Nelson  Nelson ,59 years 338 days,Central Districts ,,Right-hand bat,Right-arm offbreak,,
Lewis Douglas Hollands,October 25  1940  Gore  Southland ,77 years 165 days,Otago,,Right-hand bat,,,
Rowland Leatre Holle,1859  Kyneton  Victoria  Australia ,,Auckland ,,,,August 3  1929  Granville  Sydney  New South Wales  Australia (aged 70 years) ,
Phyllis Mary Holley,November 13  1913  Dunedin  Otago ,,Otago Women,,Right-hand bat,,Twin sister - ,
Alfred Maurice Hollings,1906 ,,Wellington,,Right-hand bat,,March 5  1988  Wellington (aged 82 years) ,
Merle Hollis,date unknown ,,New Zealand Women,,,,,
Tayla F Hollis,date unknown ,,Northern Districts Under-21s Women ,,,,,
CP Holloway,date unknown ,,New Zealand Young Cricketers,,,,,
Robert Alexander Holloway,November 15  1940  Invercargill  Southland ,77 years 144 days,Otago,,Right-hand bat,,,
John Edgar Hollywood,May 23  1926  Auckland ,,Auckland,,Right-hand bat,Right-arm fast-medium,July 1952  Sydney  New South Wales  Australia (aged 26 years) ,
