Naresh Adikaram,September 17  1970  Colombo ,47 years 203 days,Sinhalese Sports Club,,Right-hand bat,,,
Appuhamilage Kasun Vidura Adikari,October 6  1993  Ragama ,24 years 184 days,Chilaw Marians Cricket Club ,,Left-hand bat,Slow left-arm orthodox,Joseph Vaz College  Wennappuwa,
Hapuarachchilage Lakmali Adikari,June 2  1988  Narammala ,29 years 310 days,Sri Lanka Cricket Combined Women,,Left-hand bat,Right-arm offbreak,Sister - ,
Hapuarachchilage Priyani Adikari,December 21  1984  Narammala ,33 years 108 days,Sri Lanka Cricket Combined Women,,Right-hand bat,Right-arm offbreak,Sister - ,
Thameera Mudiyanselage Lakshan Adikarinayake,August 23  1993 ,24 years 228 days,ICBT Campus (Sri Lanka),,Left-hand bat,,,
Pasindu Adithya,May 10  2000  Colombo ,17 years 333 days,,,Right-hand bat,Legbreak,DS Senanayake  College,
Lahiru Agalawatte,date unknown ,,,,,,,
Ashok Kumar Agithan,December 27  1997 ,20 years 102 days,,Wicketkeeper,Right-hand bat,,,
Shameer Ahamed,date unknown ,,,,,,Zahira College,
Franklyn Saliya Ahangama,September 14  1959  Colombo ,58 years 206 days,Sri Lanka ,,Left-hand bat,Right-arm medium,,
Damith Roanaka Ahangamage,May 14  1994  Colombo ,23 years 329 days,Loughborough Marylebone Cricket Club University (England) ,,Right-hand bat,Right-arm medium,Royal College  Colombo,
Niswan Niksy Ahmed,February 21  1994  Ampara ,24 years 46 days,Chilaw Marians Cricket Club,,Right-hand bat,Right-arm medium-fast,Zahira College  olombo,
Ajantha,date unknown ,,Moratuwa Sports Club,,Right-hand bat,,,
P Ajanthan,May 25  1998 ,19 years 318 days,Mannar-Vavuniya Combined Schools,,Right-hand bat,Right-arm fast-medium,,
Mohamed Ajaz,February 14  1974  Kandy ,44 years 53 days,Central Province,,Right-hand bat,Right-arm offbreak,,
Vaitheeshwaran Ajeeban,December 24  1995 ,22 years 105 days,Kilinochchi Combined Schools,,Right-hand bat,,Central college  Kilinochchi,
Mohamed Ajeel,date unknown ,,,,,,,
Chandrick Ajireen,July 30  1977  Colombo ,40 years 252 days,Moors Sports Club ,,Right-hand bat,,,
Asok Ajithan,December 27  1997  Mullaitvu ,20 years 102 days,,,Right-hand bat,,,
Mohamed Rafaideen Mohamed Ajmeer,September 29  1981  Bandarawela ,36 years 191 days,St. Benedict's College,,Right-hand bat,Right-arm fast-medium,,
M M G K Akalanka,April 21  1998 ,19 years 352 days,Up Country Combined Schools,,Left-hand bat,Right-arm fast-medium,,
P H Shakila Akalanka,August 3  1997  Kalutara ,20 years 248 days,Kalutara Vidyalaya,,Right-hand bat,Right-arm fast-medium,Kalutara Vidyalaya,
Arunasala  Akilan,July 9  1999  Kilinochchi ,18 years 273 days,,,Right-hand bat,Right-arm medium-fast,Hindu college  Kilinochchi,
Mohommed Naufer Mohomad Akram,June 12  1997  Colombo ,20 years 300 days,Bloomfield Cricket and Athletic Club,,Right-hand bat,Right-arm offbreak,Brother - ,
Mohomed Nayeem Mohomed Akthab,January 30  1989  Kurunegala ,29 years 68 days,Kurunegala Youth Cricket Club,,Right-hand bat,Right-arm medium-fast,Wayamba International School,
Mohomed Nayeem Mohomed Akthab,January 30  1989  Kurunegala ,29 years 68 days,Sri Lanka Air Force Sports Club,,Right-hand bat,Right-arm medium-fast,,
Akurugoda Gamage Don Vimukthi Aravinda Akurugoda,July 20  1996  Colombo ,21 years 262 days,Sri Lanka Under-19s,,Right-hand bat,Legbreak,St. Joseph's College  Colombo,
Eran Alahakoon,September 17  1993  Colombo ,24 years 203 days,Royal Institute,,Right-hand bat,Legbreak,,
Eran Alahakoon,date unknown ,,Royal Institute of Colombo,,,,,
Himihami Mudiyanselage Saman Udaya Kumara Alahakoon,February 18  1986  Rikillagaskada ,32 years 49 days,Police Sports Club,,Right-hand bat,Right-arm medium-fast,,
Nirmal Marlon Romesh Alahakoon,January 16  1982  Colombo ,36 years 82 days,Wesley College,,Right-hand bat,Right-arm medium,Wicketkeeper,
Alahapperumaarchchige Anurada Alahapperuma,February 25  1981  Ratnapura ,37 years 42 days,Sri Lanka Cricket Combined Women,,Right-hand bat,Right-arm medium,Sumana Balika Vidayalaya  ratnapura,
Alahapperuma Arachchige Anuradha Alahapperuma,February 25  1988  Ratnapura ,30 years 42 days,Sri Lanka Cricket Combined Women,,Left-hand bat,Right-arm fast-medium,Sumana Balika Vidyalaya,
Sivapathasuntharam Alanraj,March 25  1997  Jaffna ,21 years 14 days,Jaffna Central College,,Right-hand bat,Right-arm offbreak,Jaffna Central College,
Chaminda Chrishantha Alawatta,February 14  1967  Kurunegala ,51 years 53 days,Kurunegala Youth Cricket Club,,Left-hand bat,,,
Mohotti Kankanange Albert,April 10  1895  Kalutara ,,Ceylon,,Right-hand bat,Right-arm medium,1944  Ceylon (aged 48 years) ,
Hugh Aldons,1924  Ceylon ,94 years,Ceylon,,,,,
SK Alex,May 20  1997  Batticoloa ,20 years 323 days,,,,,,
Suchithra Alexander,October 14  1972  Colombo ,45 years 176 days,Colts Cricket Club,,Right-hand bat,Right-arm medium,,
Mohammed Asfar Mohammed Alfar,March 3  1998  Colombo ,20 years 36 days,,,Right-hand bat,,,
Don George Samantha Algama,September 1  1969  Gampaha ,48 years 219 days,Antonians Sports Club,,Right-hand bat,Right-arm medium,,
Vidura Nuwan Algama,June 7  1978  Colombo ,39 years 305 days,Police Sports Club,,Right-hand bat,Legbreak,,
Buddhika Madhusanka Algewatta,March 10  1992 ,26 years 29 days,ICBT Campus (Sri Lanka),,Right-hand bat,,,
H Aliasger,date unknown ,,Ananda College,,,,,
Hamza Aliasger,June 3  1996  Colombo ,21 years 309 days,International Schools Combined,Wicketkeeper,Right-hand bat,,,
Ajith Christopher Alirajah,September 25  1968  Colombo ,49 years 195 days,Nondescripts Cricket Club,,Right-hand bat,Right-arm medium,Wicketkeeper,
Charles Edward Allen,January 6  1914  Singlijan  Assam  India ,,Ceylon,,Right-hand bat,,April 14  2003  Fakenham  Norfolk (aged 89 years 98 days) ,
Hettiarachchige Surath Hemantha Alles,November 10  1976  Colombo ,41 years 149 days,Bloomfield Cricket and Athletic Club ,Bowler,Right-hand bat,Right-arm medium-fast,Ananda Sastralaya  Kotte,
Jonathan Alles,date unknown ,,Sri Lanka Under-19s,,,,,
WJGSK Aloka Fernando,September 23  1997  Colombo ,20 years 197 days,,,Right-hand bat,Right-arm offbreak,Prince of Wales College  Moratuwa,
W S M Chathuranga Aludeniya,April 3  1998  Kandy ,20 years 5 days,Dharmaraja College,,Left-hand bat,Right-arm fast-medium,Dharmaraja College  Kandy,
CN Aluthge,date unknown ,,NIB Management,,,,,
Poorna Aluthge,February 27  1994  Colombo ,24 years 40 days,Royal College,,Right-hand bat,Right-arm offbreak,Royal College  Colombo,
Vishvi Sadana Aluthge,July 12  1988  Colombo ,29 years 270 days,Lanka Women's Cricket Club,,Right-hand bat,Right-arm bowler,,
P K Aluwihare,date unknown ,,Kurunegala Youth Cricket Club,,Right-hand bat,Right-arm medium,,
Kanishka Gihan Alvitigala,June 8  1986  Homagama ,31 years 304 days,Basnahira ,Bowler,Right-hand bat,Right-arm fast-medium,Lumbini College  Thurstan College  Colombo,
Chathur Alwis,date unknown ,,,,,,,
Dandeniyage Don Malshan Ranganath Alwis,July 20  1980  Kalutara ,37 years 262 days,Antonians Sports Club,,Right-hand bat,Slow left-arm orthodox,,
Dilki Shehara Alwis,May 11  1999  Anuradhapura ,18 years 332 days,Shakthi Ladies,,Left-hand bat,Right-arm medium,Swaranapali BMV,
Gallage Don Nilanjana Nuwan Alwis,May 16  1991  Kurunegala ,26 years 327 days,Sri Lanka Air Force Sports Club,Bowler,Left-hand bat,Legbreak,Maliyadewa College  Kurunegala,
MDU Alwis,date unknown ,,AP Institute of Information Technology,,,,,
Palpola Lakulitanege Ajith Wasantha Nilmini Alwis,April 25  1966  Galle ,51 years 348 days,Antonians Sports Club ,,Right-hand bat,Right-arm offbreak,,
R M Alwis,date unknown ,,Moratuwa Sports Club,,,,,
Waduthantrige Geeth Rasanga Kumarasiri Alwis,December 21  1987  Colombo ,30 years 108 days,Chilaw Marians Cricket Club ,Allrounder,Left-hand bat,Slow left-arm orthodox,Lumbini College,
WP Alwis,date unknown ,,,,,,Umpire,
Yasas Shrie Ganesha Alwis,September 9  1992  Colombo ,25 years 211 days,Nondescripts Cricket Club,Allrounder,Right-hand bat,Right-arm medium-fast,Mahanama College  Colombo,
Yaddehi Gedara Kasun Eranga Alwis,August 8  1989  Kandy ,28 years 243 days,Kandy Youth Cricket Club,,Left-hand bat,Right-arm medium-fast,,
Buddika Amadoru,April 14  1982  Matara ,35 years 359 days,Matara Sports Club,,Right-hand bat,Right-arm offbreak,,
Kaushik Naginda Amalean,April 7  1965  Colombo ,53 years 1 days,Sri Lanka,,Right-hand bat,Right-arm fast-medium,,
K M Disna Amali,February 4  1993  Polonnaruwa ,25 years 63 days,Kurunegala Youth Cricket Club Women,,,,Palugasdamana Maha Vidyalaya  Polonnaruwa,
Uvidu Amantha,April 20  1997  Kanthale ,20 years 353 days,,,Left-hand bat,,Agrabodhi National Schools,
Mahage Hapuwita Savindra Manju Sri Amaradasa,August 26  1987  Matale ,30 years 225 days,Kandy Youth Cricket Club,,Right-hand bat,Right-arm offbreak,Science College  Matale,
Kudagamage Nadeera Amaradevakara,December 28  1981  Matara ,36 years 101 days,St Aloysius College,,Right-hand bat,Right-arm offbreak,,
N Amarajeewa,date unknown ,,Kurunegala,,Right-hand bat,,,
Nuwan Amarakoon,date unknown ,,Kurunegala Youth Cricket Club,,Left-hand bat,Right-arm medium,,
S Amarakoon,date unknown ,,,,,,Umpire,
S Amarakoon,date unknown ,,,,,,Umpire,
A Amaranath,date unknown ,,Singha Sports Club,,Right-hand bat,,Wicketkeeper,
Charini Sonaliya Amarasekera,November 30  1984  Colombo ,33 years 129 days,Narammala Sports Club Women,,Right-hand bat,Left-arm slow,St Joseph College  Nugegoda,
Indika Samarasinghe Amarasekera,July 7  1980  Kandy ,37 years 275 days,Sinhalese Sports Club,,Right-hand bat,Right-arm offbreak,,
Pansala Wattegedara Niluka Amarasena,December 9  1980  Kandy ,37 years 120 days,Kandyan Ladies Cricket Club ,,Right-hand bat,Legbreak,,
Amarasinghe Arachchilage Ishan Thilina Amarasinghe,June 9  1983  Colombo ,34 years 303 days,DS Senanayake College,,Right-hand bat,Right-arm fast-medium,,
Amarasinghe Mudiyanselage Eranda Malinga Amarasinghe,October 19  1997  Colombo ,20 years 171 days,Nondescripts Cricket Club ,Allrounder,Left-hand bat,Right-arm medium-fast,Nalanda College  Colombo,
Baragamage Chandrika Niroshana Amarasinghe,September 26  1982  Colombo ,35 years 194 days,Moratuwa Sports Club ,,Right-hand bat,Right-arm offbreak,,
Duminda Amarasinghe,date unknown ,,Kurunegala Youth Cricket Club,,,,,
Gamindu Kanishka Amarasinghe,January 27  1987  Ratnapura ,31 years 71 days,Saracens Sports Club,,Right-hand bat,Right-arm medium,,
