Sambal Sharma,date unknown ,,Himachal Pradesh,,,,,
Sanjeev Sharma,July 4  1970  Hamirpur  Uttar Pradesh ,47 years 278 days,Himachal Pradesh,,Left-hand bat,Slow left-arm orthodox,,
S Deb Sharma,date unknown ,,Assam,,,,,
Surendar Gourav Sharma,October 2  1983  Calcutta (now Kolkata)  Bengal ,34 years 188 days,Bengal Under-19s,,Left-hand bat,Right-arm medium,Gori,
Sagar Harikrishna Sharma,December 30  1997  Damoh  Madhya Pradesh ,20 years 99 days,Madhya Pradesh Under-16s ,,Right-hand bat,Right-arm offbreak,,
Shambhunath Sharma,June 28  1968  Una  Himachal Pradesh ,49 years 284 days,Himachal Pradesh,,Right-hand bat,,,
Sudhir Jagdishraj Sharma,December 26  1969  Kota  Rajasthan ,48 years 103 days,Rajasthan,,Right-hand bat,,,
SK Sharma,date unknown ,,Delhi,,,,,
Sunil Kumar Sharma,date unknown ,,SRM University (Chennai),,,,SRM Chennai,
Sanjeev Kumar Sharma,August 25  1965  Delhi ,52 years 226 days,India ,,Right-hand bat,Right-arm medium,,
Surinder Kumar Sharma,June 10  1952  Delhi ,,,,,,Father - ,
Suresh Kumar Sharma,date unknown ,,Punjab,,,,,
Shubham Kamal Sharma,March 26  1997  Jaipur  Rajasthan ,21 years 13 days,Rajasthan ,,Left-hand bat,Slow left-arm orthodox,,
Sunil Manohar Sharma,December 28  1990  Baroda (now Vadodara)  Gujarat ,27 years 101 days,Baroda Cricket Association XI ,,Left-hand bat,Legbreak googly,,
Shashaank Narantak Sharma,September 7  1992  Kullu ,25 years 213 days,Himachal Pradesh ,,Left-hand bat,,Wicketkeeper,
Shalini Rakesh Sharma,December 11  1994  Baroda (now Vadodara)  Gujarat ,23 years 118 days,Baroda Women,,Right-hand bat,Right-arm offbreak,,
Sahil Sudesh Sharma,November 9  1989  Jammu ,28 years 150 days,Jammu &amp; Kashmir,,Right-hand bat,Right-arm medium,,
Shubham Shyamsunder Sharma,December 24  1993  Indore  Madhya Pradesh ,24 years 105 days,Madhya Pradesh Under-16s ,,Right-hand bat,,,
Sudhir Sharma,April 29  1974  Bombay (now Mumbai)  Maharashtra ,43 years 344 days,Punjab,,Right-hand bat,,Wicketkeeper,
T Sharma,date unknown ,,Assam,,,,,
Umang Anil Sharma,October 20  1989  Meerut  Uttar Pradesh ,28 years 170 days,Gujarat Lions ,Middle-order batsman,Right-hand bat,Right-arm offbreak,,
UC Sharma,date unknown ,,,,,,Referee,
Vineet Sharma,date unknown ,,Gujarat,,,,,
