AW Robertson,date unknown ,,Canterbury Country ,,,,,
Frederick Humphrey Robertson,1878 ,,Taranaki ,,,,Wicketkeeper,
Gordon John Robertson,February 15  1909  Gisborne ,,Otago,,Right-hand bat,Right-arm medium,September 4  1983  Lower Hutt  Wellington (aged 74 years 201 days) ,
Gary Keith Robertson,July 15  1960  New Plymouth  Taranaki ,57 years 267 days,New Zealand ,,Right-hand bat,Right-arm fast-medium,Brother - ,
Hamish S Robertson,date unknown ,,Canterbury Under-19s ,,,,,
Iain Anthony Robertson,November 9  1982  Christchurch  Canterbury ,35 years 150 days,Canterbury ,,Right-hand bat,Right-arm offbreak,,
Stephen Paul Robertson,October 21  1963  New Plymouth  Taranaki ,54 years 169 days,Central Districts,,Right-hand bat,Right-arm medium,Brother - ,
William Robertson,March 4  1864  Invercargill  Southland ,,Canterbury,,,Right-arm offbreak,April 5  1912  Auckland (aged 48 years 32 days) ,
William Alexander Robertson,September 22  1940  Ranfurly  Otago ,77 years 198 days,Otago,,Right-hand bat,,,
Taraia Pere Robin,August 30  1982  Hastings  Hawke's Bay ,35 years 221 days,Central Districts,,Right-hand bat,Right-arm fast-medium,,
Charles Walter Robinson,March 28  1892  Wellington ,,Wellington,,Right-hand bat,Right-arm fast-medium,May 22  1947  Lower Hutt  Wellington (aged 55 years 55 days) ,
Daphne Robinson,date unknown ,,New Zealand Women ,,,,,
Dean Steven Robinson,November 12  1989  Stratford  Taranaki ,28 years 147 days,Central Districts ,Opening batsman,Right-hand bat,Right-arm offbreak,,
Grant Alexander Leith Robinson,1956 ,62 years,,,,,Umpire,
Grant Geoffrey Robinson,July 24  1979  Gisborne ,38 years 258 days,New Zealand ,,Left-hand bat,,,
JC Robinson,date unknown ,,,,,,Umpire,
M Robinson,date unknown ,,Wellington,,,,,
Shane Andrew Robinson,August 24  1967  Dunedin  Otago ,50 years 227 days,Otago,,Right-hand bat,,Wicketkeeper,
Tia Grace Robinson,August 4  1996  Tauranga ,21 years 247 days,Northern Districts Under-21s Women ,,Right-hand bat,Right-arm offbreak,,
William Robinson,1864  Cambridge  England ,,Auckland,,Right-hand bat,,Wicketkeeper,
William Wills Robinson,June 17  1847  Birmingham  Warwickshire  England ,,Auckland,,,Left-arm slow-medium,September 14  1929  Wellingborough  Northamptonshire  England (aged 82 years 89 days) ,
Bradley Paul Rodden,January 29  1989  Christchurch  Canterbury ,29 years 69 days,New Zealand Under-19s ,,Right-hand bat,Right-arm medium,,
Becky Louise Roderick,October 29  1981  Te Puke  Bay of Plenty ,36 years 161 days,Northern Districts Women,,Right-hand bat,,Wicketkeeper,
John Joseph Rodgers,1877  Hokitika  West Coast ,,Wellington,,,,Umpire,
Frederick Rogers,date unknown ,,Wellington,,,,,
John Ley Rogers,August 6  1949  Dunedin  Otago ,68 years 245 days,,,,,Umpire,
John Ley Rogers,date unknown ,,,,,,Umpire,
Anthony John Rohrs,August 5  1961  Lower Hutt  Wellington ,,Wellington,,Left-hand bat,,June 24  1988  Wellington (aged 26 years 324 days) ,
Arthur Cecil Rolleston,1868 ,,Canterbury,,,,August 23  1918  Wellington (aged 50 years) ,
Rebecca Jane Rolls,August 22  1975  Napier  Hawke's Bay ,42 years 229 days,Auckland Women ,,Right-hand bat,,Wicketkeeper,
Richard Francis Romanos,October 28  1929  Wellington ,88 years 162 days,Wellington,,Right-hand bat,,,
Allan Ronaldson,September 12  1896 ,,Wellington,,Right-hand bat,,January 9  1965  Dunedin  Otago (aged 68 years 119 days) ,
Thomas Sherriff Ronaldson,1855  Cork  Ireland ,,Wellington,,,,December 4  1931  Wellington (aged 76 years) ,
Luke Ronchi,April 23  1981  Dannevirke  Manawatu  New Zealand ,36 years 350 days,Australia ,Wicketkeeper batsman,Right-hand bat,,1.80 m ,
Gerald Alan Rose,April 11  1941  Palmerston North  Manawatu ,,Central Districts ,,Left-hand bat,,June 12  2007  Sydney  New South Wales (aged 66 years 62 days) ,
Henry Rose,September 3  1853  Hampstead  London  England ,,Otago,,,,June 9  1895  Dunedin  Otago (aged 41 years 279 days) ,
W Rose,date unknown ,,Wellington,,,,,
Bertie Raymond Ross,1909 ,,Wellington,,Right-hand bat,,November 17  1987  Lower Hutt  Wellington (aged 78 years) ,
Craig Eric Ross,September 18  1980  Lincoln  Canterbury ,37 years 202 days,Canterbury,,Right-hand bat,Left-arm medium-fast,,
Christopher Jonathan Ross,June 24  1954  Warri  Nigeria ,63 years 288 days,Oxford University ,,Right-hand bat,Right-arm medium,,
Craig William Ross,October 18  1970  Papakura  Auckland ,47 years 172 days,Northern Districts,,Right-hand bat,Right-arm medium,,
Edward James Ross,1858  Christchurch  Canterbury ,,Canterbury,,,,April 14  1937  Christchurch  Canterbury (aged 79 years) ,
Gary Dale Ross,January 11  1943  Thames  Thames Valley  New Zealand ,75 years 87 days,,,,,Umpire,
Ricky Rotch,September 8  1966  Dunedin  Otago ,51 years 212 days,Wellington,,Right-hand bat,Right-arm fast-medium,,
James Rothwell,1844 ,,Canterbury,,,,Wicketkeeper,
Ethna Frances Rouse,January 8  1930 ,88 years 90 days,Canterbury Women ,,,,,
Mary Turns Rouse,January 11  1926 ,,Canterbury Women ,,,,Mary McGregor,
Alisha Jane Rout,July 17  1995  Morrinsville ,22 years 265 days,Northern Districts Under-21s Women ,,Right-hand bat,Right-arm medium,,
Charles Gordon Rowe,June 30  1915  Glasgow  Lanarkshire  Scotland ,,New Zealand ,,Right-hand bat,,June 9  1995  Palmerston North  Manawatu (aged 79 years 344 days) ,
Hannah Maree Rowe,October 3  1996  Palmerston North ,21 years 187 days,Central Districts Under-21s Women ,,Right-hand bat,Right-arm medium,,
Richard Willam Rowntree,April 6  1884  Leyburn  Yorkshire  England ,,Auckland,,Right-hand bat,,Wicketkeeper,
Kane Thomas Rowson,June 13  1979  New Plymouth ,38 years 299 days,Central Districts,,Right-hand bat,,Wicketkeeper,
PE Roy,date unknown ,,Otago Under-21s Women,,,,,
Robert Alexander Roy,October 7  1948  Gore  Southland ,69 years 183 days,Otago,,Left-hand bat,Slow left-arm orthodox,,
Gavin Ernest Royfee,February 20  1929  Christchurch  Canterbury ,89 years 47 days,Canterbury,,Right-hand bat,,,
Sian Elizabeth Ansley Ruck,December 8  1983  Auckland ,34 years 121 days,New Zealand Women ,,Right-hand bat,Left-arm medium,,
Paul James Rugg,June 20  1978  Christchurch ,39 years 292 days,Canterbury,,Right-hand bat,,Wicketkeeper,
L Rukuwai,date unknown ,,Central Districts Second XI,,,,,
Bernard Julian Rule,June 29  1957  Christchurch  Canterbury ,60 years 283 days,Wellington,,Right-hand bat,Right-arm medium,,
Neil William Rushton,October 3  1976  Oamaru  Otago ,41 years 187 days,Otago,,Right-hand bat,Left-arm medium,,
Thornton Stirling Russ,January 3  1922  Auckland ,,Wellington,,Right-hand bat,,February 9  1976  Wellington (aged 54 years 37 days) ,
Justine Anne Russell,November 16  1974  Invercargill  Southland ,43 years 143 days,Canterbury Women ,,Right-hand bat,Right-arm medium,,
T Russell,date unknown ,,,,,,Umpire,
John Michael Ruston,March 4  1941  Wellington ,,Canterbury,,Right-hand bat,,April 30  2006  Brisbane (aged 65 years 57 days) ,
Hamish Duncan Rutherford,April 27  1989  Dunedin  Otago ,28 years 346 days,New Zealand ,Opening batsman,Left-hand bat,Slow left-arm orthodox,Father - ,
Ian Alexander Rutherford,June 30  1957  Dunedin  Otago ,60 years 282 days,Central Districts ,,Right-hand bat,Right-arm medium  Right-arm offbreak,Brother - ,
Kenneth Robert Rutherford,October 26  1965  Dunedin  Otago ,52 years 164 days,New Zealand ,,Right-hand bat,Right-arm medium,Brother - ,
Robert Malcolm Rutherford,October 4  1886  Dunedin  Otago ,,Otago,,,,August 17  1960  Dunedin  Otago (aged 73 years 318 days) ,
Paul Donald Rutledge,July 30  1962  Christchurch  Canterbury ,55 years 252 days,Canterbury,,Left-hand bat,,Wicketkeeper,
B Ryan,date unknown ,,Hawke's Bay,,,,,
DL Ryan,date unknown ,,,,,,Umpire,
Edna M Ryan,date unknown ,,Auckland Women ,,,,,
Maurice Lloyd Ryan,June 7  1943  Christchurch  Canterbury ,,New Zealand ,,Right-hand bat,Right-arm offbreak,Wicketkeeper,
SK Ryan,date unknown ,,,,,,Umpire,
Jesse Daniel Ryder,August 6  1984  Masterton  Wellington ,33 years 245 days,Ireland ,Allrounder,Left-hand bat,Right-arm medium,Napier Boys High,
Edward Ashfield Popham Sainsbury,May 19  1875 ,,Hawke's Bay,,,,June 27  1938  Devonport  Auckland (aged 63 years 39 days) ,
Edmund Vernon Sale,July 6  1883  Taunton  Somerset  England ,,Auckland,,Right-hand bat,,Son - ,
George Samuel Sale,1831  Rugby  Warwickshire  England ,,Canterbury,,Right-hand bat,,December 25  1922  Kensington  London  England (aged 91 years) ,
Matthew James Sale,February 2  1975  Auckland ,43 years 65 days,Otago,,Left-hand bat,,Wicketkeeper,
Vernon Scott Sale,June 13  1915  Auckland ,,Auckland,,Right-hand bat,Right-arm medium,Father - ,
Isaac John Salmon,1853  Sydney  New South Wales  Australia ,,Wellington,,,,Brother - ,
James Alexander Nathaniel Salmon,1848  Sydney  New South Wales  Australia ,,Wellington,,,,Brother - ,
William Joseph Salmon,1846  Sydney  New South Wales  Australia ,,Hawke's Bay ,,,,Brother - ,
Kirbie-Leigh Samkin,July 8  1989  Durban  Natal  South Africa ,28 years 274 days,Northern Districts Women,,Right-hand bat,,,
Brian Victor Sampson,July 30  1945  Ashburton  Canterbury ,72 years 252 days,Canterbury,,Right-hand bat,,,
George Hurfitt Sampson,1845 ,,Otago,,,,Father - ,
Henry Charles Sampson,April 1  1947  New Plymouth  Taranaki ,,Canterbury ,,Left-hand bat,,Wicketkeeper,
B Samuels,date unknown ,,Wellington,,,,,
Ian Patrick Sandbrook,March 22  1983  Palmerston North  Manawatu ,35 years 17 days,Central Districts Under-19s ,,Right-hand bat,Slow left-arm chinaman,Wicketkeeper,
Sandeep Patel,October 30  1998  Auckland ,19 years 160 days,New Zealand Under-19s,Batsman,Right-hand bat,Right-arm medium-fast,,
Eugene D Sanders,date unknown ,,,,,,Umpire,
Rajvinder Singh Sandhu,July 10  1991  Auckland ,26 years 272 days,Auckland,,Left-hand bat,Right-arm medium,,
Donald McKay Sandman,November 3  1889  Christchurch  Canterbury ,,Canterbury,,Right-hand bat,Legbreak googly,January 29  1973  Christchurch  Canterbury (aged 83 years 87 days) ,
Mervin Francis Sandri,January 20  1932  Roxburgh  Otago ,86 years 78 days,Otago,,Right-hand bat,Right-arm medium,,
R Sands,date unknown ,,Auckland,,,,,
Elliot Harvey Santner,January 25  1996 ,22 years 73 days,Northern Districts,,Right-hand bat,Legbreak,Brother - ,
Mitchell Josef Santner,February 5  1992  Hamilton ,26 years 62 days,New Zealand ,Bowling allrounder,Left-hand bat,Slow left-arm orthodox,Brother - ,
Charlotte R Sarsfield,date unknown ,,Northern Districts Women,,,,,
Robert Evan Satchell,1860  Tunbridge Wells  Kent  England ,,Nelson,,,,Wicketkeeper,
Clifton Robert Satherley,March 18  1939  Auckland ,,Northern Districts,,Right-hand bat,Right-arm medium,September 14  1961  Paeroa  Waikato (aged 22 years 180 days) ,
Amy Ella Satterthwaite,October 7  1986  Christchurch  Canterbury ,31 years 183 days,Canterbury Women ,,Left-hand bat,Right-arm offbreak,,
Jill M Saulbrey,1944  Lower Hutt  Wellington ,74 years,New Zealand Women ,,,Left-arm fast-medium,,
Lloyd Havelock Saunders,1897  New Zealand ,,Auckland,,Right-hand bat,Right-arm slow-medium,March 8  1984  Auckland (aged 87 years) ,
