Buddika Madushanka,date unknown ,,,,,,,
Dilshan Madushanka,August 14  1996  Balapitiya ,21 years 237 days,,Wicketkeeper,Right-hand bat,,Rewatha College,
Dananja Madushanka,date unknown ,,,,,,,
Devapurage Shehan Madushanka Kumara,April 10  1995  Wennappuwa ,22 years 363 days,Sri Lanka ,Bowler,Right-hand bat,Right-arm fast-medium,Joseph's Vas College  Vennappuwa,
Hapangama Arachchige Chamara Madushanka,June 14  1986  Rambukkana ,31 years 298 days,Police Sports Club,,Right-hand bat,Right-arm offbreak,,
Hewa Komanage Rumesh Madushanka,February 22  1988  Homagama ,30 years 45 days,University of Moratuwa,,Right-hand bat,Right-arm fast-medium,,
Hewa Uluwaduge Kasun Madushanka,July 16  1991  Matara ,26 years 266 days,Kandurata-Uva Combined ,,Right-hand bat,Right-arm fast-medium,St. Servatius College  Matara,
Karunaratne Mudiyanselage Aruna Madushanka Henrison,April 28  1987  Kaluthara ,30 years 345 days,Saracens Sports Club ,,Right-hand bat,Slow left-arm orthodox,Dharmasoka College,
Lahiru Dilshan Madushanka,September 12  1992  Matale ,25 years 208 days,Bloomfield Cricket and Athletic Club ,,Right-hand bat,Right-arm fast-medium,,
LDH Madushanka,date unknown ,,,,,,Lumbini College,
Lokupothagama  Lakshan Madushanka,December 10  1990  Negombo ,27 years 119 days,Sri Lanka Army Sports Club,,Right-hand bat,Right-arm offbreak,,
Maddumadewage Madura Madushanka,January 10  1994 ,24 years 88 days,Antonians Sports Club ,,Right-hand bat,Right-arm offbreak,St. Benedicts College  Colombo,
Maddage Yohan Suresh Madushanka,January 8  1980  Mahamodara ,38 years 90 days,Karandeniya Central College,,Right-hand bat,Legbreak,,
N Amantha Madushanka,February 1  1998  Galle ,20 years 66 days,P De S Kularatne College,,Right-hand bat,,P.De.S. Kularathna College,
Pasikku Hannadige Supun Madushanka,December 11  1993  Matale ,24 years 118 days,,,Left-hand bat,Legbreak,Christcharch College  Matale,
