Sallie Davids,October 14  1926  Paarl  Cape Province ,91 years 176 days,,,,,Umpire,
Whalin Davids,March 9  1991  Oudtshoorn ,27 years 30 days,South Western Districts Under-19s,,Right-hand bat,Right-arm medium,,
Z Davids,date unknown ,,Eastern Province (SACB) ,,,,,
Donald Alexander Davidson,September 19  1904  Cape Town  Cape Province ,,Border ,,,,July 17  1985  East London  Cape Province (aged 80 years 301 days) ,
Hubert Eric Davidson,March 21  1905  Port Elizabeth  Cape Province ,,Eastern Province,,,,April 24  1987  Pinelands  Cape Town  Cape Province (aged 82 years 34 days) ,
James Davidson,date unknown ,,Natal,,,,,
Peter Robin Davidson,August 19  1924  Kearsney  Natal ,,Northerns,,Right-hand bat,Right-arm medium,May 4  2001  Umkomaas  KwaZulu-Natal (aged 76 years 258 days) ,
Christopher John Ellery Davies,July 24  1952  East London  Cape Province ,,Border,,Right-hand bat,Slow left-arm orthodox,February 14  2002  Parktown  Johannesburg  Gauteng (aged 49 years 205 days) ,
Douglas David Davies,No Details Known ,,Border ,,,,,
Eric Quail Davies,August 26  1909  King William's Town  Cape Province ,,South Africa ,,Left-hand bat,Right-arm fast,November 11  1976  Port Alfred  Cape Province (aged 67 years 77 days) ,
George R Davies,April 30  1933  Calcutta (now Kolkata)  Bengal  India ,84 years 343 days,Transvaal,,Right-hand bat,,,
Helen Ann Davies,July 29  1966  Cape Town  Cape Province ,51 years 253 days,South Africa Women ,,Right-hand bat,Right-arm medium,,
Melvyn Glen Davies,January 28  1950  Bethlehem  Orange Free State ,68 years 70 days,Natal ,,Left-hand bat,Left-arm medium,,
Marchant Starr Davies,May 31  1896  Balfour  Cape Province ,,Border ,,,,February 22  1973  Port Elizabeth  Cape Province (aged 76 years 267 days) ,
N Davies,date unknown ,,Griqualand West Women ,,,,,
Peter Casimir Davies,October 18  1928  Brakpan  Transvaal ,89 years 172 days,Northerns,,Right-hand bat,,,
Richard Edwyn Davies,1900 ,,Natal ,,,,January 4  1960  Cape Town  Cape Province (aged 60 years) ,
Laurence Edward Davis,September 13  1930  Lobito Bay  Angola ,,Eastern Province,,,,March 29  1974 (aged 43 years 197 days) ,
Mark Jeffrey Gronow Davis,October 10  1971  Port Elizabeth  Cape Province ,46 years 180 days,Marylebone Cricket Club ,,Right-hand bat,Right-arm offbreak,,
Neil Robert Davis,September 16  1962  Johannesburg  Transvaal ,55 years 204 days,Orange Free State,,Right-hand bat,Left-arm medium,,
Richard Peter Davis,December 30  1919  Pietermaritzberg  Natal ,98 years 99 days,Western Province,,,Left-arm bowler,,
Shane Ivan Davis,June 17  1967  Welkom  Orange Free State ,50 years 295 days,Orange Free State,,Right-hand bat,Right-arm medium,,
Thomas Winfield Davis,September 8  1944  Durban  Natal ,73 years 212 days,Natal,,Left-hand bat,Left-arm medium,,
Terence Andrew Davis-Taylor,September 2  1978  Uitenage  Eastern Cape ,39 years 218 days,South Western Districts,,Right-hand bat,Right-arm medium-fast,Daniel Pienaar Technical High School  University of Port Elizabeth,
A Dawood,date unknown ,,Transvaal (SACB),,,,,
Hassen Dawood,June 28  1976  Pretoria  Transvaal ,41 years 284 days,,,,,Umpire,
Junaid Dawood,October 2  1996  Cape Town ,21 years 188 days,Rondebosch Boys High School ,,Right-hand bat,Legbreak,Rondebosch Boys High School,
