U Waruna,date unknown ,,Nondescripts Cricket Club,,,,,
Talagahagedera Nanda Sanjeewa Warusamana,October 10  1974  Kalutara ,43 years 180 days,Kalutara Physical Culture Club ,,Left-hand bat,Right-arm medium,Waru,
Damith Kushan Warusavithana,August 23  1984  Colombo ,33 years 228 days,Malaysia ,,Right-hand bat,Right-arm medium,,
Nalaka Kumudu Warusavithana,July 11  1979  Ambalangoda ,38 years 271 days,Moors Sports Club,,Right-hand bat,Legbreak,,
Munasingha Arachchilage Achini  Lasanthi Wasana,May 14  1999  Monaragala ,18 years 329 days,,,Right-hand bat,Right-arm medium-fast,Okkampitiya Wijayaba M.V,
Masewge Dilanka Mihiri Wasana,December 27  1989  Negombo ,28 years 102 days,Palink Sports Club Women,,Right-hand bat,Right-arm bowler,,
Umayangani Wasana,May 19  1997  Galle ,20 years 324 days,FOG-Seenigama Ladies,,Right-hand bat,Right-arm medium-fast,,
W A Ajith Wasantha,August 26  1963  Ratnapura ,54 years 225 days,Moratuwa Sports Club,,Right-hand bat,Right-arm bowler,,
Wijeekoon Mudiyanselage Ruwani Wathsala,September 29  1998  Wellawaya ,19 years 191 days,,,Right-hand bat,Right-arm medium-fast,Ethiliwewa M.V. Wellawaya,
Charitha Maha Wathuregama,September 10  1988  Colombo ,29 years 210 days,Colombo Cricket Club ,,Left-hand bat,Right-arm medium,Ananda College  Colombo,
Gimanthi Nirosha Wattegedara,date unknown ,,Shakthi Ladies,,Right-hand bat,Legbreak,Gothami B.M.V  Kandy,
Gimanthi Sulakshika Wattegedara,March 28  1995  Deniyaya ,23 years 11 days,Shakthi Ladies ,,Right-hand bat,Right-arm offbreak,Theldeniya M.M.V,
Milinda Dharshana Wattegedara,September 6  1983  Gampaha ,34 years 214 days,Colts Cricket Club,,Left-hand bat,Slow left-arm orthodox,,
Hiraluwage Vishadini Wavanthi,April 23  1995  Colombo ,22 years 350 days,Lanka Women's Cricket Club,,Right-hand bat,Right-arm offbreak,,
S H M Wazeem,April 1  1997 ,21 years 7 days,Mannar-Vavuniya Combined Schools,,Right-hand bat,Right-arm fast-medium,,
Ranjula Sumein Weebaddaarachchi,May 6  1982  Colombo ,35 years 337 days,DS Senanayake College,,Right-hand bat,Left-arm medium-fast,,
Janaka Pradeep Weerabaddana,December 6  1975  Colombo ,42 years 123 days,Kurunegala Youth Cricket Club ,,Right-hand bat,Right-arm medium,,
Ajith Priyantha Weerakkody,October 1  1970  Colombo ,47 years 189 days,Sri Lanka ,,Right-hand bat,Right-arm fast-medium,,
C D S Weerakkody,date unknown ,,,,,,Umpire,
Chathuri Nayana Weerakkody,August 14  1984  Wathupitiwala ,33 years 237 days,Kandyan Ladies Cricket Club ,,Right-hand bat,Right-arm medium,,
Dharshanapriya Sandun Weerakkody,September 3  1993  Colombo ,24 years 217 days,Sri Lanka ,Wicketkeeper batsman,Left-hand bat,,Dharmaraja College,
Kushan Weerakkody,date unknown ,,,,,,,
Menikpura Gedara Kanchana Sanjeewani Weerakkody,September 28  1983  Nawalapitiya ,34 years 192 days,Colombo Cricket Club Women ,,Right-hand bat,Right-arm offbreak,,
Weerakkody Mudalige Nishantha Kumara Weerakkody,October 16  1987  Chilaw ,30 years 174 days,Sri Lanka Navy Sports Club,,Right-hand bat,Left-arm medium-fast,Maris Stella College  Negombo,
Prasadani Maheshika Weerakkody,November 13  1988 ,29 years 146 days,Colts Cricket Club Women ,,Left-hand bat,,Rajasinghe Central College  Hanwella,
