Barry Wayne Ackerman,September 1  1960  Alice  Cape Province  South Africa ,57 years 219 days,Namibia,,,,,
Stephanus Theodorus Ackermann,December 26  1985  Windhoek ,32 years 103 days,Namibia,,Right-hand bat,Right-arm medium,ST Ackermann,
Anna Mart Adriaanse,date unknown ,,Namibia Women,,,,,
Justin Baard,November 18  1993  Namibia ,24 years 141 days,Namibia ,,Right-hand bat,Right-arm offbreak,,
Stephan Julian Baard,April 29  1992  Namibia ,25 years 344 days,Namibia ,Batsman,Right-hand bat,Right-arm medium-fast,,
Jason Rhys Bandlow,February 13  1986  Windhoek ,32 years 54 days,Namibia Under-19s,,Right-hand bat,,,
Mark Robert Barnard,November 3  1967  Vereeniging  Transvaal  South Africa ,50 years 156 days,Namibia,,,,,
Paul Retief Barnard,June 8  1998 ,19 years 304 days,Boland Under-17s ,,Left-hand bat,Right-arm offbreak,,
Pieter Jacobus Barnard,March 28  1988  Windhoek  Namibia ,30 years 11 days,Namibia,,Right-hand bat,Right-arm medium,,
Trevor John Berry,March 19  1960 ,58 years 20 days,,,,,Umpire,
Ettiene Beukes,April 10  2002 ,15 years 363 days,Namibia Under-15s,,Left-hand bat,Slow left-arm orthodox,Walvis Bay Private High,
Karl Johan Birkenstock,March 27  1996  Centurion ,22 years 12 days,Namibia,,Left-hand bat,Right-arm fast-medium,Father - ,
Luke James Bolton,May 5  1992  Namibia ,25 years 338 days,Namibia Under-19s,,Right-hand bat,Right-arm medium,,
Owen Bosman,date unknown ,,Namibia,,,,,
Dawid Hercules Botha,July 1  1988  Windhoek ,29 years 281 days,Namibia ,,Right-hand bat,,,
Claude Bouwer,September 28  1988  Otjiwarongo  Namibia ,29 years 192 days,Namibia Under-19s,Middle-order batsman,Right-hand bat,Right-arm slow,,
Andria Brand,date unknown ,,Namibia Women,,,,,
Johannes Jacobus Brand,June 10  1994  Keetmanshoop ,23 years 302 days,Namibia ,,Right-hand bat,Right-arm medium,,
Henry Freddy Brink,March 29  2001 ,17 years 10 days,Namibia Under-15s,,Right-hand bat,,Paul Roos Gymnansium,
Laraine Brink,date unknown ,,Namibia Women,,,,,
E Brits,date unknown ,,Namibia,,,,,
T Britten,date unknown ,,Namibia,,,,,
Ruhann Burden,September 8  1983  Namibia ,34 years 212 days,Namibia,Opening batsman,Right-hand bat,,,
Andries Johannes Burger,August 25  1981  Newcastle  South Africa ,36 years 226 days,Namibia,,Right-hand bat,Legbreak,,
D Burger,date unknown ,,Namibia Under-19s,,,,,
Kola Bernie Burger,May 5  1981  Cape Town  South Africa ,36 years 338 days,Namibia,,Right-hand bat,Left-arm medium,,
Louis Jacobus Burger,March 12  1978  Namibia ,40 years 27 days,Namibia,,Right-hand bat,Right-arm medium,Brother - ,
Petrus Burger,November 3  1999  Namibia ,18 years 156 days,Namibia ,Bowling allrounder,Right-hand bat,Legbreak googly,Pro-Ed  Windhoek,
Sarel Francois Burger,February 13  1983  Windhoek ,35 years 54 days,Namibia,Allrounder,Right-hand bat,Right-arm medium-fast,Brother - ,
Emmanuel Byiringiro,November 14  1978  Rwanda ,39 years 145 days,Rwanda,,Right-hand bat,Right-arm medium,Umpire,
Gareth Warren Cloete,October 13  1978 ,39 years 177 days,Namibia,,,,,
R Cloete,date unknown ,,Namibia Under-19s,,,,,
Vernon Ricardo Cloete,September 20  1985  Rehoboth  Namibia ,32 years 200 days,Namibia ,,Right-hand bat,Right-arm offbreak,St Andrews High School; Eldorado High College; Tygerberg College in Cape Town,
David Coetzee,February 17  1975  Kuruman  Cape Province  South Africa ,43 years 50 days,Namibia,,,,,
Gert Stefanus Johannes Coetzee,October 9  1988  Mariental  Namibia ,29 years 181 days,Namibia Under-19s,Middle-order batsman,Right-hand bat,Right-arm medium-fast,,
Jano Coetzee,February 13  1994  Namibia ,24 years 54 days,Namibia Under-19s,,Right-hand bat,Right-arm medium-fast,,
Christopher Wayne Coombe,July 13  1993  Walvis Bay ,24 years 269 days,Namibia ,,Right-hand bat,Right-arm fast-medium,Coombe  Stoffel,
Fritz Coetzee,June 4  1997  Swakop ,20 years 308 days,Namibia Under-19s,,Right-hand bat,Left-arm fast-medium,,
Jason Davidson,May 21  1993  Windhoek ,24 years 322 days,Namibia ,,Right-hand bat,Right-arm fast,,
Niko Davin,December 19  1997 ,20 years 110 days,Namibia ,Batsman,Right-hand bat,Legbreak,,
Matthew de Gouveia,August 2  2001 ,16 years 249 days,Namibia Under-15s,,Right-hand bat,Legbreak,International School of Walvis Bay,
Hannelise de Klerk,January 31  2000 ,18 years 67 days,Namibia Women,,Right-hand bat,Right-arm medium,,
Kobus Delport,date unknown ,,Namibia,,,,,
Marius Petrus Delport,March 18  1994 ,24 years 21 days,Namibia ,,Right-hand bat,Right-arm offbreak,,
Steven Delport,March 19  1999  Namibia ,19 years 20 days,Namibia Under-15s,,Right-hand bat,Right-arm medium,Windhoek Gym,
Jan-Izak de Villiers,May 6  2001 ,16 years 337 days,Namibia Under-15s,,Right-hand bat,Right-arm medium,,
Jurriene Arrasta Diergaardt,July 16  2000 ,17 years 266 days,Namibia Women,,Right-hand bat,Right-arm medium,,
Gert Johannes Dippenaar,May 16  1989 ,28 years 327 days,Namibia,,Right-hand bat,Legbreak,,
Daniel Dreyer,July 9  2002 ,15 years 273 days,Namibia Women,Wicketkeeper,,,Wicketkeeper,
Jano Dreyer,date unknown ,,Namibia Under-19s,,,,,
Michau Daniel du Preez,January 3  1996  South Africa ,22 years 95 days,Namibia ,,Right-hand bat,Legbreak,Wicketkeeper,
Michael Durant,February 12  1983  Springbok (Namaqualand  South Africa) ,35 years 55 days,Namibia,,Right-hand bat,Right-arm offbreak,,
Wilme Els,date unknown ,,Namibia Women,,,,,
Andre Engelbrecht,November 15  1991  South Africa ,26 years 144 days,Namibia ,,Right-hand bat,Right-arm medium,,
Adriaan Gert Engelbrecht,September 7  1988  Windhoek ,29 years 213 days,,,,,Umpire,
Morne Engelbrecht,August 13  1988  Empangeni  South Africa ,29 years 238 days,Namibia Under-19s,,Right-hand bat,Right-arm fast,,
Maria Petronella Enright,February 15  1983 ,35 years 52 days,Namibia Women,,Right-hand bat,Right-arm medium,,
Merwe Gerhard Erasmus,April 11  1995  Windhoek  Namibia ,22 years 362 days,Namibia ,Middle-order batsman,Right-hand bat,Legbreak,,
Chantelle Esterhuysen,date unknown ,,Namibia Women,,,,,
A Fallis,date unknown ,,Namibia,,,,,
