Paul Meehan,March 12  1938  Liverpool  Lancashire ,80 years 41 days,Wiltshire,,Right-hand bat,Slow left-arm orthodox,,
Henry Edgar Meek,October 8  1857  Highworth House  Devizes  Wiltshire ,,Marylebone Cricket Club,,Right-hand bat,,June 23  1920  Gullane  East Lothian  Scotland (aged 62 years 259 days) ,
William Simmonds Meers Meers,March 27  1844  Stoke  Kent ,,Kent,,,,July 12  1902  Horsham  Sussex (aged 58 years 107 days) ,
Thomas Mees,June 8  1981  Wolverhampton  Staffordshire ,36 years 318 days,Oxford UCCE ,,Right-hand bat,Right-arm medium-fast,,
Martin Stewart Meeson,November 6  1933  Marylebone  London ,,Cambridge University,,Left-hand bat,,July 12  1995  Westminster  London (aged 61 years 248 days) ,
Adolphus Meetkerke,December 22  1819  Rushden  Hertfordshire ,,Cambridge University,,,,February 11  1879  Southsea  Hampshire (aged 59 years 51 days) ,
Megan Jones,date unknown ,,Staffordshire Women,,,,,
Colin Megennis,August 12  1949  Houghton-le-Spring  Co Durham ,68 years 253 days,,,,,Umpire,
Frank Claxton Meggitt,February 17  1901  Barry  Glamorgan  Wales ,,Glamorgan,,Right-hand bat,,Wicketkeeper,
Joshua Guy Megson,August 1  1995  Oxford ,22 years 264 days,Gloucestershire 2nd XI ,,Right-hand bat,Right-arm medium,Warriner School  Banbury; Oxfordshire and Cherwell Valley College,
Steven James Mehra,May 28  1986  Harrow  Middlesex ,31 years 329 days,Somerset 2nd XI,,Left-hand bat,Right-arm medium,,
Philip Albert Meldon,December 18  1874  Dublin  Ireland ,,Marylebone Cricket Club,,,,April 8  1942  Marylebone  London (aged 67 years 111 days) ,
