Murray Charles Bragg,February 26  1984  Herston  Brisbane  Queensland ,34 years 55 days,Queensland ,Wicketkeeper batsman,Right-hand bat,,Jimboomba State School; Kooralbyn International School; Brisbane Grammar School,
Rupert Lee Braid,March 3  1888  Amherst  Victoria ,,Victoria,,Left-hand bat,Slow left-arm orthodox,November 11  1963  Upper Ferntree Gully  Victoria (aged 75 years 253 days) ,
W Braid,date unknown ,,,,,,Umpire,
Desmond Morrah Brain,December 16  1909  Hobart  Tasmania ,,Tasmania,,Right-hand bat,,March 1  1990  Tumut  New South Wales (aged 80 years 75 days) ,
John Heather Brain,February 9  1905  Hobart  Tasmania ,,Tasmania,,Right-hand bat,,June 21  1961  Hobart  Tasmania (aged 56 years 132 days) ,
Nathan Jay Brain,November 5  1991  Campbelltown  New South Wales ,26 years 168 days,Australian Cricket Academy ,,Right-hand bat,Legbreak googly,,
Roy Albert Brain,September 2  1926  Hobart  Tasmania ,,Tasmania,,Right-hand bat,,Wicketkeeper,
Arthur Braithwaite,September 2  1880  Rushworth  Victoria ,,Tasmania,,,Left-arm medium,1953  Cheltenham  Victoria (aged 72 years) ,
Gary Leslie Brakey,October 8  1942  Wynyard  Tasmania ,,Tasmania,,Left-hand bat,Right-arm fast-medium,February 3  1987  Killarney Heights  New South Wales (aged 44 years 118 days) ,
Laura Bramley,1994 ,24 years,Victoria Under-15s Women,,Right-hand bat,Right-arm medium,,
