Michael Thomas Ross,March 15  1961  Whitehead ,57 years 38 days,,,,,Umpire,
P C Ross,date unknown ,,Ireland,,Right-hand bat,,,
Thomas Couland Ross,February 14  1872  Belfast ,,Ireland,,Right-hand bat,Right-arm offbreak,January 2  1947  Foxrock  Co Dublin (aged 74 years 322 days) ,
Marcus Poole Ruddle,January 16  1905  Lansdowne  Dublin ,,Ireland,,Right-hand bat,Right-arm medium,February 25  1986  Dublin (aged 81 years 40 days) ,
Martin Russell,date unknown ,,,,,,Umpire,
Neil Russell,September 29  1979 ,38 years 205 days,Marylebone Cricket Club,,,,,
Alan Thomas Rutherford,June 2  1967  Strabane  Co Tyrone ,50 years 324 days,Ireland ,,Right-hand bat,,Wicketkeeper,
Emma Ryan,September 17  1994 ,23 years 217 days,Ireland Under-17s Women,,Right-hand bat,Right-arm bowler,Half-sister - ,
James Henry Aloysius Ryan,September 15  1892  Roade  Northamptonshire  England ,,Ireland ,,Right-hand bat,Right-arm medium,September 25  1915  Loos  France (aged 23 years 10 days) ,
Saad Ullah,October 16  1985  Karachi ,32 years 188 days,Leprechauns Cricket Club,,Right-hand bat,Right-arm medium,,
