Nischal Chahel,December 3  1983  Meerut  Uttar Pradesh ,34 years 140 days,Uttar Pradesh,,Right-hand bat,Right-arm offbreak,,
Probir Chail,October 1  1956  Calcutta (now Kolkata)  Bengal ,61 years 203 days,Bengal,,Right-hand bat,Right-arm medium,,
Prolay Chail,November 1  1951  Calcutta (now Kolkata)  Bengal ,66 years 172 days,Bengal,,Right-hand bat,Right-arm medium,,
Dasari Gangadhara Janardhana Chaitanya,December 9  1997  Hyderabad  Andhra Pradesh ,20 years 134 days,Andhra ,,Right-hand bat,Legbreak googly,Chaitu,
Kanuri Krishna Chaitanya,August 5  1980  Khammam  Andhra Pradesh ,37 years 260 days,Combined Districts XI,,Right-hand bat,,Chinnu,
KSK Chaitanya,date unknown ,,Hyderabad (India),,,,,
PS Chaitanya Reddy,October 15  1995  Ranga Reddy  Andhra ,22 years 189 days,Hyderabad (India) ,,Left-hand bat,Right-arm offbreak,,
Gopalakrishna Chaitra,August 20  1981  Bangalore  Karnataka ,36 years 245 days,Australian Cricket Academy ,,Right-hand bat,Right-arm medium,,
Pritam Biplab Chakraborty,September 16  1994  Howrah  Bengal ,23 years 218 days,Bengal Under-16s ,,Right-hand bat,Right-arm medium,,
Samir Chakrabarti,September 30  1943  Calcutta (now Kolkata)  Bengal ,,Bengal ,,Right-hand bat,Right-arm medium,December 11  2015  Hooghly  West Bengal (aged 72 years 72 days) ,
Dibyendu Chakrabarty,November 15  1982  Howrah (now Haora)  Bengal ,35 years 158 days,Bengal,,Right-hand bat,Right-arm medium,Dibyendu,
N Chakrabarty,date unknown ,,Jharkhand ,,,,,
Abhijit Ajit Chakraborty,March 13  1991  Jogendranagar  Tripura ,27 years 40 days,Tripura ,,Right-hand bat,Slow left-arm orthodox,,
