Bradley James Daniels,April 17  1986  Westmead  Sydney  New South Wales ,32 years 5 days,Queensland Under-15s,,Right-hand bat,Legbreak,,
Clinton Dann,date unknown ,,Australian Prime Minister's Invitation XI ,,,,,
Jodi Maree Dannatt,April 26  1971  Sunshine  Melbourne  Victoria ,46 years 361 days,Australia Women ,,Right-hand bat,Right-arm medium-fast,,
Hampton Neil Dansie,July 2  1928  Nuriootpa  South Australia ,89 years 294 days,South Australia,,Right-hand bat,Legbreak,,
D D'Arcy,Details Unknown ,,New South Wales,,,,,
E James D'Arcy-Evans,July 26  1935  Western Australia ,82 years 270 days,,,,,Umpire,
William Floyd Darke,July 24  1846  Sydney  New South Wales ,,Victoria,,Right-hand bat,Right-arm medium (roundarm),January 24  1925  Elsternwick  Melbourne  Victoria (aged 78 years 184 days) ,
Joseph Darling,November 21  1870  Glen Osmond  Adelaide  South Australia ,,Australia ,,Left-hand bat,,January 2  1946  Hobart  Tasmania (aged 75 years 42 days) ,
Leonard Stuart Darling,August 14  1909  South Yarra  Melbourne  Victoria ,,Australia ,,Left-hand bat,Right-arm medium,Darls,
Warrick Maxwell Darling,May 1  1957  Waikerie  South Australia ,60 years 356 days,Australia ,,Right-hand bat,,,
