Hamza Zaheer,October 15  1990  Faisalabad  Punjab ,27 years 189 days,Faisalabad ,,Right-hand bat,,,
Hanain Abbas,date unknown ,,Multan Tigers,,,,,
Hanan Khan,October 3  1997 ,20 years 201 days,Quetta Bears,,,,,
Hanif-ur-Rehman,March 31  1976  Moro  Sind ,42 years 22 days,Hyderabad (Pakistan) ,,Right-hand bat,Right-arm offbreak,,
Hanif-ur-Rehman,date unknown ,,Karachi University,,,,,
Hanif Ahmed,date unknown ,,Dacca,,,,,
Hanif Ahmed,March 1  1954  Pattoki  Punjab ,64 years 52 days,Lahore Division,,Right-hand bat,Right-arm offbreak,,
Hanif Ahmed,date unknown ,,Lahore,,Right-hand bat,,,
Hanif Baloch,date unknown ,,Hyderabad (Pakistan),,,,,
