Kaumal Nanayakkara,date unknown ,,Panadura Sports Club,,Left-hand bat,Slow left-arm orthodox,,
 Lakindu Induwara Nanayakkara,March 31  1998  Colombo ,20 years 22 days,,,Left-hand bat,,,
Nalin Nanayakkara,date unknown ,,Central Province ,,Right-hand bat,,,
Nanayakkaralage Charana Jayashanka Nanayakkara,November 23  1997  Colombo ,20 years 150 days,Sri Lanka Under-19s ,,Right-hand bat,Right-arm medium-fast,Thurstan College,
Nanayakkarawasam Kuruppuge Nuwan Sameera Sampath Nanayakkara,December 15  1988  Mahamodara ,29 years 128 days,Chilaw Marians Cricket Club,,Left-hand bat,Left-arm fast-medium,,
Nasakoralage Nadun Noel Nanayakkara,December 25  1979  Galle ,38 years 118 days,Antonians Sports Club ,,Left-hand bat,Right-arm fast-medium,,
Pradeep Nanayakkara,March 23  1980  Galle ,38 years 30 days,Galle Cricket Club,,Right-hand bat,Right-arm fast-medium,,
Saveen Nanayakkara,November 23  1995  Galle ,22 years 150 days,Sri Lanka Under-19s,,Left-hand bat,Slow left-arm orthodox,Richmond College  Galle,
S Nanayakkara,date unknown ,,AP Institute of Information Technology,,,,,
Sanjaya Ishan Nanayakkara,October 11  1981  Peradeniya ,36 years 193 days,Sri Lanka Navy Sports Club,,Right-hand bat,Right-arm offbreak,,
Sapugahawattage Vinuka Radith Nanayakkara,September 10  2000  Colombo ,17 years 224 days,,,Right-hand bat,Right-arm fast-medium,Royal College,
Thushara Laksiri Nanayakkara,date unknown ,,Bloomfield Cricket and Athletic Club,,Right-hand bat,,,
