Paul Michael Hutchison,June 9  1977  Leeds  Yorkshire ,40 years 317 days,England A ,,Left-hand bat,Left-arm fast-medium,,
Henry Huth,February 14  1856  Huddersfield  Yorkshire ,,Gentlemen of the North,,,,January 1930 (aged 73 years) ,
A Hutson,date unknown ,,,,,,Umpire,
Andrew Massey Hutson,March 18  1952  Tamworth  Staffordshire ,66 years 35 days,Cambridge University,,Right-hand bat,Right-arm medium,,
Henry Wolseley Hutson,March 14  1868  Georgetown  Demerara  British Guiana ,,Cambridge University,,,,March 25  1916  Cottenham Park  Wimbledon  Surrey (aged 48 years 11 days) ,
Jacob William Hutson,June 22  1994  Sidcup  Kent ,23 years 304 days,Kent 2nd XI ,,Right-hand bat,,Wicketkeeper,
William Wayman Hutt,August 29  1822  Cambridge ,,Cambridge Town Club,,,,July 21  1894  Wilton (aged 71 years 326 days) ,
A Hutton,date unknown ,,Lancashire,,,,,
Brett Alan Hutton,February 6  1993  Doncaster  Yorkshire ,25 years 75 days,England Under-19s ,,Right-hand bat,Right-arm medium,,
Benjamin Leonard Hutton,January 29  1977  Johannesburg  Transvaal  South Africa ,41 years 83 days,British Universities ,,Left-hand bat,Right-arm fast-medium,Grandfather - ,
John Leonard Hutton,May 6  1946  Pudsey  Yorkshire ,71 years 351 days,Marylebone Cricket Club,,Left-hand bat,Right-arm medium,Father - ,
