Wellington Pedzisai Masakadza,October 4  1993  Harare ,24 years 200 days,Brendan Taylor XI ,Bowler,Left-hand bat,Slow left-arm orthodox,Brother - ,
John Kumbirai Masara,August 16  1991  Mutare ,26 years 249 days,Mountaineers,,Right-hand bat,Legbreak,,
Luke Masasire,November 13  1993  Harare ,24 years 160 days,Zimbabwe Under-19s,,Left-hand bat,Left-arm medium-fast,,
Vincent Masekesa,March 27  1997 ,21 years 26 days,Rising Stars,,Right-hand bat,Legbreak,,
S Mashava,date unknown ,,Southerns,,,,,
William Takudzwa Mashinge,October 6  1996  Marondera ,21 years 198 days,Zimbabwe ,,Right-hand bat,Right-arm fast-medium,,
Tendai Mashonganyika,February 1  1989 ,29 years 80 days,Mashonaland,,Right-hand bat,Right-arm medium,,
Tadana Masike,date unknown ,,Muzvezve Tigers,,,,,
Vigilance Masilo,April 9  1986  Chiredzi  Masvingo ,32 years 13 days,,,Right-hand bat,Right-arm medium,Umpire,
Ronald Masocha,August 6  1995 ,22 years 259 days,Mid West Rhinos,,Right-hand bat,Right-arm medium,,
Finlay Shepherd Massey,April 16  1971  Melbourne  Victoria  Australia ,47 years 6 days,Mashonaland Under-24s,,Left-hand bat,Right-arm medium-fast,,
Ernest Masuku,December 31  1992  Harare ,25 years 112 days,Matabeleland Tuskers,,Right-hand bat,Right-arm medium,,
