Stanley Herbert Cochrane,September 19  1877  Dublin  Ireland ,,Woodbrook Club and Ground,,,,Wicketkeeper,
David Frederick Cock,October 22  1914  Great Dunmow  Essex ,,Essex,,Right-hand bat,,Wicketkeeper,
Nigel George Cock,November 24  1946  Penzance  Cornwall ,71 years 149 days,Cornwall,,Right-hand bat,,,
Ian Cockbain,April 19  1958  Bootle  Lancashire ,60 years 3 days,Cheshire ,,Right-hand bat,Slow left-arm orthodox,Son - ,
Ian Andrew Cockbain,February 17  1987  Liverpool  Lancashire ,31 years 64 days,Gloucestershire ,,Right-hand bat,Right-arm medium,Father - ,
Jonathan Richard Cockcroft,May 28  1977  Bradford  Yorkshire ,40 years 329 days,Oxford University,,Right-hand bat,Legbreak,,
John Collard Cocker,1815  Thurnham  Maidstone  Kent ,,Kent,,,,March 27  1885  Lower North Adelaide  South Australia (aged 70 years) ,
Louis Arthur Cockerell,November 20  1836  North Weald  Essex ,,Gentlemen of Kent,,,,March 4  1929  Oxford (aged 92 years 104 days) ,
Samuel Pepys Cockerill,June 18  1794  St James  London ,,Gentlemen,,,,February 7  1869  Mayfair  Westminster  London (aged 74 years 234 days) ,
Kevin David Cockerton,August 12  1983  Stoke-on-Trent  Staffordshire ,34 years 253 days,Staffordshire,,Right-hand bat,Right-arm medium,,
John Ashley Cockett,December 23  1927  Reading Street  Broadstairs  Kent ,90 years 120 days,Cambridge University,,Right-hand bat,,Aldenham; Cambridge University,
