Alan Thomas,January 7  1947  Bolton  Lancashire ,71 years 105 days,Lancashire,,Right-hand bat,Right-arm offbreak,,
Arthur Thomas,February 14  1816  London ,,Cambridge University,,,,December 1  1895  Malvern  Worcestershire (aged 79 years 290 days) ,
Aaron Courteney Thomas,May 6  1985  Edmonton  Middlesex ,32 years 351 days,Leeds Bradford MCCU ,,Right-hand bat,,Wicketkeeper,
Albert Edward Thomas,June 7  1893  Ruthin  Denbighshire  Wales ,,Northamptonshire ,,Right-hand bat,Right-arm fast-medium,March 21  1965  Kidderminster  Worcestershire (aged 71 years 287 days) ,
Arthur Emlyn Thomas,May 7  1895  Briton Ferry  Glamorgan  Wales ,,Glamorgan,,Right-hand bat,,February 11  1953  Briton Ferry  Glamorgan  Wales (aged 57 years 280 days) ,
A F Thomas,date unknown ,,Gentlemen of England,,,,,
Arwel H Thomas,date unknown ,,Wales Minor Counties,,Right-hand bat,Right-arm offbreak,,
Alun James Thomas,November 20  1987  Cardiff  Glamorgan  Wales ,30 years 153 days,Glamorgan 2nd XI ,,Right-hand bat,Right-arm fast-medium,,
AP Thomas,date unknown ,,Glamorgan 2nd XI,,,,,
Anatole Winston Thomas,March 26  1970  Hammersmith  London ,48 years 27 days,Buckinghamshire,,Right-hand bat,Right-arm fast,,
Christopher Thomas,May 26  1959  Billingham  Co Durham ,58 years 331 days,Hertfordshire,,Right-hand bat,Slow left-arm orthodox,,
Catherine Thomas,date unknown ,,Dorset Women,,,,,
Cerys Haf Thomas,June 15  1997  Carmarthen  Wales ,20 years 311 days,Wales Women,,,,,
Christopher James Owen Thomas,May 4  1986  Amersham ,31 years 353 days,Buckinghamshire,,Right-hand bat,,Father - ,
