Shanti Ranveer Rai,February 8  1995  Golaghat  Assam ,23 years 73 days,Assam Women,,Right-hand bat,Right-arm medium-fast,,
Madan Naisadrai Raiji,April 7  1922  Baroda  Gujarat ,,Mumbai,,Right-hand bat,Legbreak googly,March 29  2010 (aged 87 years 356 days) ,
Vasant Naisadrai Raiji,January 26  1920  Baroda  Gujarat ,98 years 86 days,Baroda ,,Right-hand bat,,,
Rajesh Gopinath Raikar,May 23  1968  Margao  Goa ,49 years 334 days,Goa,,Left-hand bat,,,
Ernest Barkley Raikes,November 18  1863  Carleton-Forehoe  Norfolk  England ,,Europeans (India),,,,Son - ,
Ashok Raina,date unknown ,,Jammu &amp; Kashmir,,,,,
AK Raina,date unknown ,,Jammu &amp; Kashmir,,,,,
Badri N Raina,date unknown ,,Jammu &amp; Kashmir,,,,,
Kunwarveer Singh Raina,October 28  1989  Patiala  Punjab ,28 years 176 days,Punjab Cricket Association XI,,Right-hand bat,Right-arm offbreak,,
Ravinder Raina,date unknown ,,Jammu &amp; Kashmir,,,,,
Rattan L Raina,date unknown ,,Jammu &amp; Kashmir,,,,,
Robert Vinay Raina,February 22  1985  Madras (now Chennai)  Tamil Nadu ,33 years 59 days,Tamil Nadu Under-16s,,Left-hand bat,Right-arm bowler,,
