George Henry Chambers,October 18  1866  Ilkeston  Derbyshire ,,Nottinghamshire,,,Left-arm fast,June 15  1927  New Awsworth  Nottinghamshire (aged 60 years 240 days) ,
George Henry Chambers,March 24  1884  Kimberley  Nottinghamshire ,,Nottinghamshire,,Right-hand bat,Slow left-arm orthodox,September 13  1947  Bentley  Doncaster  Yorkshire (aged 63 years 173 days) ,
John Edward Chambers,October 23  1971  Barking  Essex ,46 years 181 days,Essex Cricket Board,,Right-hand bat,Right-arm medium-fast,,
John Raymond Chambers,June 3  1993  Newcastle upon Tyne  Northumberland ,24 years 323 days,Northumberland,,Right-hand bat,Right-arm offbreak,Walbottle Campus School,
Meshach Chambers,December 23  1867  Awsworth  Nottinghamshire ,,Nottinghamshire,,,(unknown arm) medium,June 23  1920  Leazes Park  Newcastle upon Tyne  Northumberland (aged 52 years 183 days) ,
Maurice Anthony Chambers,September 14  1987  Port Antonio  Portland  Jamaica ,30 years 220 days,England Lions ,,Right-hand bat,Right-arm fast,Homerton College of Technology,
Robert Edwin Jeffery Chambers,November 19  1943  Bexhill-on-Sea  Sussex ,74 years 154 days,Cambridge University,,Right-hand bat,Right-arm offbreak,,
Albert Champion,December 27  1851  Hollins End  Handsworth  Yorkshire ,,Lancashire ,,Left-hand bat,Right-arm medium,June 30  1909  Wortley  Sheffield  Yorkshire (aged 57 years 185 days) ,
George Ernest Champion,July 15  1867  Stockbury  Kent ,,Kent,,Right-hand bat,Right-arm medium,September 30  1933  Redwall Farm  Linton  Kent (aged 66 years 77 days) ,
Louis Kevin Champion,January 29  1992  Stevenage  Hertfordshire ,26 years 83 days,Essex 2nd XI ,,Left-hand bat,Legbreak,Wicketkeeper,
Claude William Champion de Crespigny,June 25  1818  Mayfair  London ,,Marylebone Cricket Club,,,,August 11  1868  Wivenhoe Hall  Essex (aged 50 years 47 days) ,
