Iqbal Ahmed,date unknown ,,Peshawar University,,,,,
Iqbal Akram,May 12  1991  Rawalpindi ,26 years 345 days,AJK Jaguars,,Right-hand bat,,Wicketkeeper,
Mohammad Iqbal Altaf,February 19  1941  Lahore  Punjab ,77 years 62 days,Karachi ,,Right-hand bat,,,
Iqbal Athar Khan,date unknown ,,,,,,Umpire,
Mohammad Iqbal Awan,December 26  1944  Bahawalpur  Punjab ,73 years 117 days,Bahawalpur ,,Right-hand bat,Slow left-arm orthodox,,
Iqbal Azeem,date unknown ,,Rawalpindi,,,,,
Iqbal Baloch,date unknown ,,Hyderabad (Pakistan),,,,,
Iqbal Hussain Butt,November 23  1956  Peshawar  North-West Frontier Province ,61 years 150 days,National Bank of Pakistan ,,Left-hand bat,Slow left-arm orthodox,Umpire,
Mohammad Iqbal Chaudhri,date unknown ,,Bahawalpur ,,Right-hand bat,,,
Iqbal Chippa,date unknown ,,Industrial Development Bank of Pakistan,,,,,
Iqbal Gauhar,date unknown ,,Multan,,,,,
