John William Purdue,June 13  1910  Invercargill  Southland ,,Otago,,,,January 25  1985  Invercargill  Southland (aged 74 years 226 days) ,
Albert Glanville Putt,March 13  1927  Auckland ,91 years 40 days,Auckland,,Right-hand bat,,,
Fraser James Quarterman,June 27  1983  Wellington ,34 years 299 days,Essex 2nd XI ,,Right-hand bat,Left-arm medium-fast,St Patricks College  Wellington; Massey University  Wellington,
William Quee,1878 ,,Wellington,,,,February 25  1920  Hawera  Taranaki (aged 42 years) ,
William George Lloyd Quentery,1861  Camberwell  London ,,Auckland,,,,June 9  1940  Auckland (aged 79 years) ,
David Murray Quested,April 16  1946  Christchurch  Canterbury ,72 years 6 days,,,,,Umpire,
John Joseph Quinn,1889  Ireland ,,Wellington,,,,December 3  1967  Wellington (aged 78 years) ,
John Lewis Quinn,September 15  1970  Chertsey  Surrey  England ,47 years 219 days,Canterbury,,Right-hand bat,Left-arm fast-medium,,
Matthew Richard Quinn,February 28  1993  Auckland ,25 years 53 days,Auckland ,,Right-hand bat,Right-arm medium-fast,,
Laurie Charles Quinton,August 20  1922  Nelson ,95 years 245 days,,,,,Umpire,
Richard Quirk,date unknown ,,Otago,,,Legbreak googly,,
