Joan Schmidt,January 24  1920  Maroona  Victoria ,98 years 88 days,Australia Women ,,Left-hand bat,,Joan Tyson,
Keith Ernest Schmidt,December 19  1921  Hobart  Tasmania ,,Tasmania,,Right-hand bat,Legbreak,October 4  2017 (aged 95 years 289 days) ,
Karl Joseph Schneider,August 15  1905  Hawthorn  Melbourne  Victoria ,,South Australia ,,Left-hand bat,Legbreak googly,Xavier College  Melbourne,
Jarrad Schofield,January 30  1975 ,43 years 82 days,WACA President's XI,,,,,
Mark Bradley Scholes,July 1  1957  Carlton  Melbourne  Victoria ,60 years 295 days,Tasmania,,Left-hand bat,Right-arm medium-fast,,
Walter John Scholes,January 5  1950  East Brunswick  Victoria ,,Victoria,,Right-hand bat,Legbreak,Coach,
Gregory Michael Schossow,October 15  1978  Ipswich  Queensland ,39 years 189 days,Queensland Country,,Right-hand bat,Right-arm fast-medium,,
Heinrich Christian Schrader,December 5  1893  East Prahran  Victoria ,,Victoria,,Right-hand bat,Right-arm medium,June 10  1980  East Kew  Victoria (aged 86 years 188 days) ,
Sidney Arthur Schreiber,April 7  1873 ,,Queensland,,Right-hand bat,,September 23  1957 (aged 84 years 169 days) ,
Denis Clemenceau Schuller,May 5  1948  Herston  Brisbane  Queensland ,69 years 352 days,Queensland,,Right-hand bat,Left-arm fast-medium,,
Lewis John Schulte,March 15  1957  Gin Gin  Queensland ,61 years 38 days,Queensland Colts ,,Right-hand bat,,,
Bruce Schultz,March 13  1913  Royston Park  South Australia ,,South Australia,,Right-hand bat,Right-arm fast-medium,January 11  1980  Modbury  South Australia (aged 66 years 304 days) ,
