Pile,date unknown ,,,,Right-hand bat,Right-arm offbreak,Umpire,
Richard Leslie Pilgrim,June 13  1982  Sheffield  Yorkshire ,35 years 313 days,Nottinghamshire Cricket Board,,Right-hand bat,Right-arm offbreak,,
Alfred Frederick Pilkington,April 22  1901  Camberwell  London ,,Surrey,,,Right-arm medium,August 27  1986  Epsom  Surrey (aged 85 years 127 days) ,
Charles Carlisle Pilkington,December 13  1876  Woolton  Liverpool  Lancashire ,,Lancashire ,,Right-hand bat,Right-arm medium,Brother - ,
Charles Henry Pilkington,December 3  1837  Southampton  Hampshire ,,Oxford University,,,,March 22  1900  Upper Heyford  Oxfordshire (aged 62 years 109 days) ,
Hubert Carlisle Pilkington,October 23  1879  Woolton  Liverpool  Lancashire ,,Middlesex ,,Right-hand bat,Right-arm slow,Brother - ,
Thomas Alec Pilkington,November 30  1906  Westminster  London ,,Marylebone Cricket Club,,,,Father - ,
W Pilkington,date unknown ,,Oxford University,,,,June 2  1832  Chichester  Sussex ,
Albert Alexander Pillans,February 25  1869  Dickoya  Ceylon ,,Hampshire,,Right-hand bat,,November 28  1901  Maskeliya  Ceylon (aged 32 years 276 days) ,
Harry Pilling,February 23  1943  Ashton-under-Lyne  Lancashire ,,Lancashire,,Right-hand bat,Right-arm offbreak,September 22  2012 (aged 69 years 212 days) ,
Mary Pilling,December 14  1938  Cheshire ,79 years 129 days,East Women ,,,,Mary Evans,
