S Oliver,date unknown ,,Europeans (India),,,,,
Omanakuttan,date unknown ,,Kerala,,,,,
Dinakar Omakar,July 6  1985  Vasco da Gama  Goa ,32 years 290 days,Goa,,Right-hand bat,,Om,
Omkar Verma,October 23  1991  Raipur ,26 years 181 days,Chhattisgarh,,Right-hand bat,Right-arm medium,,
Omprakash Birju Yadav,November 2  1984  Bilaspur  Madhya Pradesh ,33 years 171 days,Madhya Pradesh,,Right-hand bat,Right-arm fast,,
Omveer Singh,July 5  1989 ,28 years 291 days,India Disable,,,,,
Om Kishore,date unknown ,,Delhi,,,,,
Om Kishore,date unknown ,,Delhi ,,,,,
Om Parkash,date unknown ,,Himachal Pradesh,,,Right-arm offbreak,,
Om Prakash,date unknown ,,Haryana,,,,,
Om Prakash,date unknown ,,Hindus,,,,,
Sandir Om Prakash,November 9  1929 ,,Jharkhand ,,,,October 8  1994 (aged 64 years 333 days) ,
