Stanley Arthur Copelin,October 23  1926  Mudgee  New South Wales  Australia ,91 years 181 days,,,,,Umpire,
SA Copelin,date unknown ,,,,,,Umpire,
Dennis Edward Arthur Copps,March 22  1929  Wandsworth  London ,89 years 31 days,,,,,Umpire,
Mabel Cecilia Corby,October 25  1913 ,,New Zealand Women,,,,1993 (aged 79 years) ,
Charles Carteret Corfe,June 8  1847  Guernsey  Channel Islands. ,,Canterbury,,Right-hand bat,,June 26  1935  Peterborough  Northamptonshire  England (aged 88 years 18 days) ,
Cleighten James Cornelius,June 2  1976  Christchurch  Canterbury ,41 years 324 days,Canterbury,,Right-hand bat,Right-arm medium,Brother - ,
Wade Alfred Cornelius,March 5  1978  Christchurch  Canterbury ,40 years 48 days,Canterbury,,Right-hand bat,Right-arm fast-medium,Brother - ,
JW Corner,date unknown ,,,,,,Umpire,
Charles Athelstan Cornish,1850  Windsor  Berkshire ,,Wellington,,,,November 27  1917  Auckland (aged 67 years) ,
Raymond Douglas Corric,March 2  1933  Opunake  Taranaki ,,,,,,Umpire,
