R Ajith,date unknown ,,Madurai Super Giant,,Right-hand bat,Right-arm offbreak,,
T Ajith Kumar,date unknown ,,Ruby Trichy Warriors ,,Right-hand bat,,,
Bhaskaran Pillai Ajith Kumar,July 25  1963  Mavelikara  Kerala ,54 years 271 days,Kerala,,Right-hand bat,Right-arm medium,Umpire,
Thanappan Padmini Ajith Kumar,December 30  1967  Trivandrum (now Thiruvananthapuram)  Kerala ,50 years 113 days,Kerala,,Right-hand bat,,Wicketkeeper,
S Ajith Ram,date unknown ,,Lyca Kovai Kings,,Left-hand bat,Slow left-arm orthodox,,
Ajit Kumar Singh,March 4  1985  Patna  Bihar ,33 years 49 days,Bihar Under-16s,,Left-hand bat,Right-arm bowler,,
Ajitsinhji Zala,date unknown ,,Saurashtra,,,,,
Ajit Sikwal,date unknown ,,Jammu &amp; Kashmir,,,,,
Ajit Singh,October 15  1985  Hansawas Khurd  Haryana ,32 years 189 days,Haryana,,Right-hand bat,Right-arm medium,,
Ajit Singh,November 25  1980  Calcutta (now Kolkata)  Bengal ,37 years 148 days,Bengal,,Left-hand bat,Slow left-arm orthodox,,
Ajit Singh,date unknown ,,Rajasthan,,,,,
Ajit Singh,date unknown ,,Uttar Pradesh,,,,,
