Luke Curtis,date unknown ,,Wiltshire,,,,,
Maxwell Henry Curtis,January 28  1994  Barnstaple ,24 years 84 days,Devon ,,Right-hand bat,Right-arm offbreak,Bideford College,
Timothy Herbert William Curtis,August 3  1882  Folkestone  Kent ,,Sussex,,,,bith registered as Roderick Herbert William Curtis,
Timothy Stephen Curtis,January 15  1960  Chislehurst  Kent ,58 years 97 days,England ,,Right-hand bat,Legbreak,Royal Grammar School Worcester; Durham University; Cambridge University,
William Frederick Curtis,May 29  1881  Leicester ,,Leicestershire,,Right-hand bat,,December 23  1962  Southfields  Leicester (aged 81 years 208 days) ,
Ashleigh Curwen,date unknown ,,Cumbria Women,,,,,
Wilfred John Hutton Curwen,April 14  1883  Beckenham  Kent ,,Oxford University ,,Right-hand bat,Right-arm fast-medium,May 9  1915  near Poperinghe  Belgium (aged 32 years 25 days) ,
Christopher Colin Curzon,December 22  1958  Lenton  Nottinghamshire ,59 years 121 days,Hampshire ,,Right-hand bat,,Wicketkeeper,
John Timothy Curzon,June 4  1954  Lenton  Nottinghamshire ,63 years 322 days,Nottinghamshire,,Right-hand bat,Right-arm medium,,
Russell James Curzon-Tompson,May 9  1983  High Wycombe ,34 years 348 days,Buckinghamshire,,Right-hand bat,Right-arm slow,,
Simon Mark James Cusden,February 21  1985  Thanet  Kent ,33 years 60 days,Derbyshire ,,Right-hand bat,Right-arm fast-medium,Simon Langton GS,
