Masood Iqbal Qureshi,April 17  1952  Lahore  Punjab ,,Pakistan ,,Right-hand bat,,Wicketkeeper,
Masood Kamal,date unknown ,,Lahore,,,,,
Masood Ahmed Khan,date unknown ,,Karachi,,Right-hand bat,,Umpire,
Masood Khan,date unknown ,,Muslim Commercial Bank,,,,,
Masood Khan,date unknown ,,Quetta,,,,,
Masood Mahmood,date unknown ,,Services (Pakistan),,Right-hand bat,,,
Masood Mirza,March 9  1961  Abbottabad  North-West Frontier Province ,57 years 44 days,Hazara Division Cricket Association,,Left-hand bat,Left-arm fast-medium,,
Masood Ahmed Mirza,December 15  1970  Rawalpindi  Punjab ,47 years 128 days,Islamabad Cricket Association,,Right-hand bat,Right-arm offbreak,,
Masood Qadir,February 21  1961  Lyallpur (now Faisalabad)  Punjab ,57 years 60 days,Faisalabad,,Right-hand bat,Legbreak,,
Masood Salahuddin,December 24  1915  Merath (now Meerut)  Uttar Pradesh  India ,,Muslims ,,Right-hand bat,Right-arm medium-fast,Father - ,
