Jayakody Arachchige Lahiru Harshana Jayakody,August 29  1994  Ragama ,23 years 236 days,Bloomfield Cricket and Athletic Club,,Right-hand bat,Right-arm medium-fast,,
Lalith Kumara Jayakody,June 1  1970  Colombo ,47 years 325 days,Police Sports Club,,Right-hand bat,Right-arm medium,,
Rohan Jayakody,date unknown ,,Old Cambrians Sports Club,,Right-hand bat,,Wicketkeeper,
Shamil Madeeshan Jayakody,November 9  1982  Anuradhapura ,35 years 164 days,Ananda College,,Right-hand bat,Right-arm fast-medium,,
Dilipa Jayalath,September 7  1997 ,20 years 227 days,Ananda College,,Right-hand bat,,,
Dileepa Jayalath,September 7  1997 ,20 years 227 days,,,Right-hand bat,Slow left-arm orthodox,Ananda College  Colombo,
Dilan Madushanka Jayalath,January 27  1997  Wariyapola ,21 years 85 days,Sri Lanka Under-19s,,Right-hand bat,Legbreak,Sri Sumangala Vidyalaya-Wariyapola  Trinity College  Kandy,
Kapila Jayalath,December 12  1965  Ambalangoda ,52 years 131 days,,,,,Umpire,
S Amal Sanjeewa Jayalath,July 5  1996  Polonnaruwa ,21 years 291 days,Polonnaruwa Combine Schools,,Right-hand bat,,Wicketkeeper,
T Jayalath,date unknown ,,Kurunegala Youth Cricket Club,,,,Wicketkeeper,
