Joseph Stanley Need,date unknown ,,Nottinghamshire,,,,August 25  1892  Dunkirk  Nottinghamshire ,
Andrew Needham,March 23  1957  Calow  Derbyshire ,61 years 30 days,Hertfordshire ,,Right-hand bat,Right-arm offbreak,Ecclesbourne Grammar School; Paisley Grammar School; Watford Grammar School,
Ernest Needham,January 21  1873  Newbold Moor  Chesterfield  Derbyshire ,,Derbyshire,,Left-hand bat,Right-arm medium,Wicketkeeper,
Frank Needham,August 27  1861  Arnold  Nottinghamshire ,,Nottinghamshire,,,Left-arm slow-medium,October 15  1923  Arnold  Nottinghamshire (aged 62 years 49 days) ,
Joseph Needham,January 9  1862  Flagg  Derbyshire ,,Derbyshire,,Right-hand bat,,August 30  1889  Taddington  Derbyshire (aged 27 years 233 days) ,
Jake Needham,September 30  1986  Portsmouth ,31 years 204 days,Derbyshire ,,Right-hand bat,Right-arm offbreak,6 ft 1 in ,
Patrick John Easthope Needham,December 6  1951  Canton  Cardiff  Glamorgan  Wales ,66 years 137 days,Glamorgan,,Left-hand bat,Right-arm medium,Wicketkeeper,
Rowland Needham,November 10  1878  Huncote  Leicestershire ,,Leicestershire,,Left-hand bat,Left-arm medium,April 28  1963  Victoria Park  Leicester (aged 84 years 169 days) ,
T Needham,date unknown ,,Midland Counties,,,,,
Walter Needham,August 8  1844  Sneinton  Warwickshire ,,Gentlemen of the South,,,,details unknown ,
Neeru Ravi,August 2  1992  Coimbatore  Tamil Nadu ,25 years 263 days,Cambridge University Women,,,,Twin sister - ,
