Ashraf Kolia,date unknown ,,Transvaal (SACB),,,,,
Ahmed Kolia,date unknown ,,Natal (SACB),,,,Wicketkeeper,
S Koloi,date unknown ,,Eastern Province Women,,,,,
Thabo Komane,June 15  1997 ,20 years 311 days,Limpopo Under-15s,,Right-hand bat,Right-arm medium,,
Yves Komanzi,May 19  1999  Durban ,18 years 338 days,KwaZulu-Natal Under-17s,,Left-hand bat,Slow left-arm orthodox,DHS,
Githe Koopman,date unknown ,,Eastern Province Women,,,,,
Gionne Verlynn James Koopman,December 28  1991  East London  Cape Province ,26 years 115 days,Border ,,Left-hand bat,Legbreak,Hudson Park High,
Petrus Johannes Koortzen,September 24  1979  Kimberley  Cape Province ,38 years 210 days,Eagles ,,Right-hand bat,Right-arm offbreak,Brother-in-law - ,
Amish Kooverjee,March 28  2001  Johannesburg ,17 years 25 days,Gauteng Under-15s,,Right-hand bat,Right-arm medium,St Johns College,
Brent Bjorn Kops,November 1  1982  Port Elizabeth  Cape Province ,35 years 172 days,Eagles ,,Right-hand bat,Left-arm fast,,
