Anthony John Ardington,March 26  1940  Howick  Natal  South Africa ,78 years 27 days,Oxford University,,Right-hand bat,,,
Mohammad Arfan Akram,November 17  1983  Leytonstone  Essex ,34 years 156 days,Cambridge MCCU ,,Right-hand bat,Legbreak,Twin brother - ,
Argent,date unknown ,,Middlesex,,,,,
Edward Arthur Argent,February 6  1898  Wandsworth  London ,,Worcestershire,,Right-hand bat,Right-arm offbreak,July 20  1968  Horsham  Sussex (aged 70 years 165 days) ,
Fergus Causer Argyle,May 8  1985  Northallerton ,32 years 349 days,Oxford University,,Right-hand bat,Slow left-arm orthodox,,
Adil Tahir Arif,November 8  1994  United Arab Emirates ,23 years 165 days,Cambridge MCCU,,Right-hand bat,Right-arm medium,,
Mohammed Mohsin Arif,August 4  1984  Cardiff  Glamorgan  Wales ,33 years 261 days,Glamorgan 2nd XI ,,Left-hand bat,Right-arm fast-medium,,
Henry John Denham Arkell,June 26  1898  Edmonton  Middlesex ,,Northamptonshire,,Right-hand bat,,March 12  1982  Oxford (aged 83 years 259 days) ,
Richard Henry Myles Arkell,June 16  1932  Abington  Northampton ,85 years 310 days,Cambridge University,,Right-hand bat,Slow left-arm orthodox,,
Joshua Benjamin Thomas Arksey,December 20  1994  Cambridge ,23 years 123 days,Cambridge MCCU ,,,,Anglia Ruskin,
Francis Godfrey Bertram Arkwright,January 30  1905  Bromley  Kent ,,Hampshire,,Right-hand bat,,July 1  1942  Knightsbridge  near Acroma  Libya (aged 37 years 152 days) ,
