Richard Victor Lewis,August 6  1947  Winchester  Hampshire ,70 years 259 days,Dorset ,,Right-hand bat,Legbreak,,
Sarah Lewis,date unknown ,,Worcestershire Women,,,,,
Simon James Ward Lewis,October 9  1978  Bolton  Lancashire ,39 years 195 days,Cambridge University,,Right-hand bat,,,
Thomas Courtney Lewis,date unknown ,,Gentlemen,,,,June 1  1882  Sandown  Isle Of Wight ,
Thomas Peter Lewis,March 7  1991  Coventry  Warwickshire ,27 years 46 days,Marylebone Cricket Club Young Cricketers ,,Left-hand bat,Right-arm medium,Brother - ,
Victor Barry Lewis,December 9  1952  Sherborne  Dorset ,65 years 134 days,Dorset,,Right-hand bat,,Wicketkeeper,
William Henry Lewis,December 3  1807  Maverdivy  Pembrokeshire  Wales ,,Oxford University,,,,October 10  1889  Pembroke  Wales (aged 81 years 311 days) ,
Harry Samuel Lewis-Barclay,November 7  1892  Beaconsfield  Tasmania  Australia ,,Army ,,Left-hand bat,(unknown arm) slow,changed name from Harry Lewis Barclay,
William Heneage Legge (Viscount Lewisham),May 6  1851  Westminster  London ,,Marylebone Cricket Club,,Right-hand bat,Right-arm slow (roundarm),succeeded as 6th Earl of Dartmouth in 1891,
Daniel Evan Lewis-Williams,October 12  1993  Yeovil  Somerset ,24 years 192 days,Cardiff MCCU ,,Right-hand bat,Left-arm medium,Millfield School,
Jason David Lewry,April 2  1971  Worthing  Sussex ,47 years 20 days,Sussex,,Left-hand bat,Left-arm fast-medium,Durrington High School  Worthing; Worthing Sixth Form College,
