Eddie Mills-Grant,date unknown ,,Qld Aboriginal &amp; Torres Strait Islanders ,,,,,
Rochelle Milne,date unknown ,,Queensland Second XI Women,,,,,
RJ Milner,date unknown ,,,,,,Umpire,
Stephen Joseph Milosz,December 26  1955  Northam  Western Australia ,62 years 117 days,Tasmania ,,Right-hand bat,Legbreak,,
Matthew W Milton,date unknown ,,Middlesex 2nd XI ,,,,,
Matthew John Peter Minagall,November 13  1971  Woodville  South Australia ,46 years 160 days,South Australia,,Left-hand bat,Slow left-arm chinaman,,
James Melbourne Minchin,August 15  1858  South Melbourne  Victoria ,,Victoria,,Right-hand bat,Right-arm medium,February 13  1919  Heatherton  Victoria (aged 60 years 182 days) ,
Leslie Alma Minnett,May 19  1883  St Leonards  Sydney  New South Wales ,,New South Wales,,Right-hand bat,Right-arm fast,August 8  1934  Collaroy  Sydney  New South Wales (aged 51 years 81 days) ,
Roy Baldwin Minnett,June 13  1888  St Leonards  Sydney  New South Wales ,,Australia ,,Right-hand bat,Right-arm fast-medium,October 21  1955  Manly  Sydney  New South Wales (aged 67 years 130 days) ,
Rupert Villiers Minnett,September 2  1884  St Leonards  Sydney  New South Wales ,,New South Wales,,Right-hand bat,,June 24  1974  Cremorne  Sydney  New South Wales (aged 89 years 295 days) ,
Eric James Minter,September 13  1917  Kempsey  New South Wales ,,New South Wales,,Right-hand bat,,July 2  1985  Vincentia  New South Wales (aged 67 years 292 days) ,
David Misson,May 27  1967 ,50 years 330 days,,,,,,
Francis Michael Misson,November 19  1938  Darlinghurst  Sydney  New South Wales ,79 years 154 days,Australia ,,Right-hand bat,Right-arm fast-medium,,
Brian Gordon Mitchell,March 15  1959  Glenelg  Adelaide  South Australia ,59 years 38 days,South Australia,,Right-hand bat,,,
