Naved Latif,February 21  1976  Sargodha  Punjab ,42 years 60 days,Pakistan ,,Right-hand bat,Right-arm medium,,
Naved Malik,January 28  1986  Rawalpindi  Punjab ,32 years 84 days,Rawalpindi Rams,,Right-hand bat,Right-arm bowler,,
Naved Malik,January 1  1996 ,22 years 111 days,,,,,,
Naved Mushtaq,date unknown ,,Multan,,,,,
Naved Nawaz,date unknown ,,Quetta,,,,,
Naved Nazir,December 4  1970  Lyallpur (now Faisalabad)  Punjab ,47 years 139 days,Agriculture Development Bank of Pakistan ,,Right-hand bat,Slow left-arm orthodox,,
Naved Sadiq,date unknown ,,Sargodha,,,,,
Naved Saeed,April 19  1994   Mianwali  Punjab ,24 years 3 days,State Bank of Pakistan,,Left-hand bat,Slow left-arm orthodox,,
Naved Safdar,October 24  1987  Lahore  Punjab ,30 years 180 days,Lahore Lions,,Right-hand bat,Slow left-arm orthodox,,
Naved Sarwar,November 17  1989  Sialkot  Punjab ,28 years 156 days,Sialkot,,Left-hand bat,,,
Naved Siddique,date unknown ,,,,,,Umpire,
Naved Akram Sufi,November 25  1974  Lahore  Punjab ,43 years 148 days,Lahore,,Right-hand bat,Slow left-arm orthodox,Umpire,
