G Lokhande,date unknown ,,Central Provinces and Berar,,,,,
ML Lokhande,date unknown ,,Central Provinces and Berar,,,,,
Farid Lokhat,date unknown ,,Gujarat,,,,,
Praveen Chandrakant Lokras,January 3  1974  Sagar  Madhya Pradesh ,44 years 109 days,Madhya Pradesh,,Right-hand bat,,Wicketkeeper,
Mahipal Krishan Lomror,November 16  1999  Nagaur  Rajasthan ,18 years 157 days,Delhi Daredevils ,Allrounder,Left-hand bat,Slow left-arm orthodox,,
Pravin Ramdas Londase,March 20  1981  Nagpur  Maharashtra ,37 years 33 days,Vidarbha,,Right-hand bat,Legbreak,,
Tanveer Lone,date unknown ,,Jammu &amp; Kashmir,,,,,
Tariq Lone,October 25  1983 ,34 years 179 days,Jammu &amp; Kashmir Under-19s,,Right-hand bat,Right-arm medium,,
Jehangir Lone,date unknown ,,Jammu &amp; Kashmir,,,,,
Lonsdale,date unknown ,,Europeans (India),,,,,
FA Lotia,date unknown ,,Muslims,,,,,
Harry Elliott Lowis,September 9  1864  Calcutta (now Kolkata)  Bengal ,,Europeans (India),,,,February 13  1938  Marylebone  London  England (aged 73 years 157 days) ,
Charles Camac Luard,September 14  1867  Herstmonceux  Sussex  England ,,Europeans (India),,,,June 28  1947  Yateley  Hampshire  England (aged 79 years 287 days) ,
Travis Clay Lucas,April 28  1877  Huntingdon  England ,,JG Greig's XI,,,,June 12  1955  Icklingham  Suffolk  England (aged 78 years 45 days) ,
