Nur Syazwina Binti Shuib,October 7  1996 ,21 years 197 days,Malaysia Women,,,,,
Syed Aziz Syed Mubarak,October 7  1998 ,19 years 197 days,Kuala Lumpur,,Left-hand bat,Right-arm medium,,
Syed Rehmatullah,January 24  1983 ,35 years 88 days,Perak,,Right-hand bat,,,
Tah Choo Beng,date unknown ,,Malaysia,,,,,
Taj Wali Khan,March 9  1983 ,35 years 44 days,Sarawak,,Right-hand bat,Legbreak,,
A Sambo Tamilarasan,June 11  1984  Pulau Pinang ,33 years 315 days,Malaysia Under-17s,,Right-hand bat,Right-arm medium,,
Tan Kim Heng,date unknown ,,,,,,Umpire,
Abdul Mohammad Firdaus Tan Kim Hing,October 25  1958  Rawang  Selangor ,59 years 179 days,Malaysia,,Right-hand bat,Slow left-arm orthodox,Umpire,
David Thalalla,August 28  1963  Kuala Lumpur ,54 years 237 days,Malaysia,,Right-hand bat,Right-arm medium,,
Durgeshwar Theenathayalan,February 21  1996 ,22 years 60 days,Penang,,Right-hand bat,Right-arm offbreak,,
Thejas Rajah,February 13  1997 ,21 years 68 days,Kuala Lumpur,,Right-hand bat,Right-arm offbreak,,
