James Jiggins,1838  Cambridge ,,Cambridgeshire,,,,details unknown ,
William Jiggins,1837 ,,Cambridge Town Club,,,,1874  Bedford (aged 37 years) ,
Karen Jobling,date unknown ,,England Women ,,,,,
Edward Percy Jobson,March 20  1855  Wall Heath  Staffordshire ,,Worcestershire,,Right-hand bat,Right-arm medium (roundarm),April 20  1909  Holbeche House  Wall Heath  Staffordshire (aged 54 years 31 days) ,
Patrick Michael Jobson,April 4  1967  Oxford ,51 years 18 days,Oxfordshire,,Right-hand bat,Right-arm medium,,
Sam Oliver Jobson,March 2  1992  Camden  Middlesex ,26 years 51 days,Northumberland,,Right-hand bat,,Newcastle Royal Grammar School; Manchester University,
Kunal Ashokkumar Jogia,September 18  1984  Leicester ,33 years 216 days,Cambridge MCCU ,,Right-hand bat,,,
D John,date unknown ,,,,,,Umpire,
Freddie Robert Harold John,September 6  1991  Newport ,26 years 228 days,Oxford MCCU,,Right-hand bat,,6 ft 5 in ,
Henry Celestin Robert John,May 26  1862  Agra  Uttar Pradesh  India ,,Europeans (India) ,,Right-hand bat,Right-arm fast-medium,June 24  1941  Oxford (aged 79 years 29 days) ,
Max John,November 10  2000  London ,17 years 163 days,Middlesex 2nd XI,,Right-hand bat,Right-arm medium,,
