Commandur Rajagopalachari Rangachari,April 14  1916  Mamandur  Madras ,,India ,,Right-hand bat,Right-arm fast,October 9  1993  Madras (now Chennai)  Tamil Nadu (aged 77 years 178 days) ,
HD Rangaiyengar,date unknown ,,Mysore,,,,,
KL Ranganath,date unknown ,,Mysore,,,,,
Yadali Sree Ranganath,August 12  1972  Rajahmundry  Andhra Pradesh ,45 years 253 days,Andhra,,Right-hand bat,Right-arm offbreak,,
C Ranganathan,date unknown ,,India,,,,,
H Ranganathan,date unknown ,,Travancore-Cochin,,,,,
Ranganathan Mohan,July 22  1983  Thrissur  Kerala ,34 years 274 days,Kerala,,Right-hand bat,,Ranganathan,
Mark Ranganathan,date unknown ,,Madras,,,,,
P Ranganathan,April 25  1965  Trivandrum (now Thiruvananthapuram)  Kerala ,52 years 362 days,Kerala,,Right-hand bat,Right-arm medium,,
PV Ranganathan,date unknown ,,Kerala,,,,,
T Ranganathan,date unknown ,,Madras ,,,,,
Kunigal Srikantia Ranganna,September 22  1932  Tumkur  Karnataka ,,Orissa,Allrounder,Right-hand bat,Right-arm offbreak,February 10  2018  Bangalore  India (aged 85 years 141 days) ,
