Anwar Shah,date unknown ,,State Bank of Pakistan,,,,,
Anwar Sheikh,1926 ,,Sind,,Right-hand bat,,Wicketkeeper,
Anwar Zaidi,date unknown ,,Khairpur Cricket Association ,,,,,
Anwar Zeb,date unknown ,,North West Frontier Province ,,,,,
Rana Aqeel Abbas,November 27  1981  Kamoki  Punjab ,36 years 146 days,Bahawalpur ,,Right-hand bat,Right-arm medium-fast,Rana Aqeel,
Aqeel Abbas,date unknown ,,Islamia University Bahawalpur,,,,,
Aqeel Ahmed,March 25  1976  Rohri  Sind ,42 years 28 days,Hyderabad Hawks,,Right-hand bat,,Wicketkeeper,
Aqeel Ahmed,October 1  1982  Faisalabad  Punjab ,35 years 203 days,Devon ,,Right-hand bat,Right-arm offbreak,,
Aqeel Ahmed,October 24  1965  Sukkur  Sind ,52 years 180 days,Sukkur,,Right-hand bat,Right-arm offbreak,Wicketkeeper,
Aqeel Ahmed Anjum,March 7  1987  Mirpurkhas  Sind ,31 years 46 days,Hyderabad (Pakistan) ,,Left-hand bat,Right-arm medium,Occasional wicketkeeper,
