Lindsay A Horne,September 9  1960  Scotland ,57 years 225 days,,,,,Umpire,
A Hussain,date unknown ,,Reivers,,,,,
Rana Omer Hussain,December 3  1984  Paisley  Renfrewshire ,33 years 140 days,Scotland ,Batsman,Left-hand bat,,Cousin - ,
George Hutton,August 20  1942  Paisley  Renfrewshire ,75 years 245 days,Scotland,,Right-hand bat,Right-arm fast-medium,,
Ihtisham Malik,March 1  1999 ,19 years 52 days,Scotland Under-19s,,Right-hand bat,,,
Andrew David Innes,May 3  1905  Glasgow  Lanarkshire ,,Scotland,,Right-hand bat,Right-arm offbreak,February 23  1968  Milngavie  Dunbartonshire (aged 62 years 296 days) ,
John Wilfred Intin,July 8  1886  Hull  Yorkshire ,,Scotland,,Right-hand bat,Right-arm medium,April 11  1970  Grangemouth  Stirlingshire (aged 83 years 277 days) ,
Moneeb Mohammed Iqbal,February 28  1986  Glasgow  Lanarkshire ,32 years 53 days,Scotland ,Batsman,Right-hand bat,Legbreak,,
Syed Irfan Shah,date unknown ,,Western Districts Cricket Union,,,,,
