Rahit Gehlani,date unknown ,,Rajasthan Cricket Association President's XI,,,,Wicketkeeper,
Naresh Gokul Gehlot,December 24  1982  Bikaner  Rajasthan ,35 years 119 days,Rajasthan,,Left-hand bat,Left-arm medium,Chinu,
Rajesh Gehlot,September 27  1976  Delhi ,41 years 207 days,Delhi,,Right-hand bat,Right-arm medium,,
Shailender Gopalsingh Gehlot,November 23  1984  Bhilwara  Rajasthan ,33 years 150 days,Rajasthan,,Right-hand bat,Right-arm medium-fast,,
Nalodinikathil Gangadharan Geigy,May 15  1966  Ernakulam  Kerala ,51 years 342 days,Kerala,,Right-hand bat,Right-arm offbreak,Umpire,
Hitesh Gemini,date unknown ,,Swami Shraddhanand College (India),,,,,
Anand Joshua George,July 4  1978  Madras (now Chennai)  Tamil Nadu ,39 years 292 days,Tamil Nadu,,Right-hand bat,Right-arm offbreak,,
Bobby George,September 10  1979  Thodupuzha  Kerala ,38 years 224 days,,,Left-hand bat,Right-arm fast-medium,,
Richard George,October 2  1898 ,,Madras,,,,October 3  1961  Marylebone  London  England (aged 63 years 1 days) ,
William Baillie George,March 17  1860  Vingurla  Maharashtra ,,Europeans (India),,,,May 24  1910  Karachi  Sind (aged 50 years 68 days) ,
Karukayil George John,June 16  1973  Madras (now Chennai)  Tamil Nadu ,44 years 310 days,Vijay Cricket Club,,Right-hand bat,,Chintu,
Aman Lajpat Gera,April 19  1969  Gurgaon  Haryana ,49 years 3 days,Uttar Pradesh,,Right-hand bat,Right-arm offbreak,,
Om Prakash Gera,October 7  1959  Delhi ,58 years 197 days,Rajasthan,,Right-hand bat,,Wicketkeeper,
Edward George Gerrity,1900  Chorlton  Manchester  Lancashire  England ,,Burma ,,,,December 25  1963  Maldon  Essex  England (aged 63 years) ,
