Roland Orlando Butcher,October 14  1953  East Point  St Philip  Barbados ,64 years 190 days,England ,,Right-hand bat,Legbreak,5 ft 7 in ,
Butler,date unknown ,,T Mellish's XI,,,,,
Butler,date unknown ,,,,,,Umpire,
Butler,date unknown ,,Middlesex XI,,,,,
Alexander Richard Butler,March 26  1991  Solihull  Warwickshire ,27 years 27 days,Dorset ,,Right-hand bat,Slow left-arm orthodox,,
Brian Danvers Butler,April 18  1876  Swithland Hall  Leicestershire ,,Marylebone Cricket Club,,,,August 18  1916  Longueval  France (aged 40 years 122 days) ,
Courtney Butler,date unknown ,,Wiltshire Women,,,,,
Edward Montagu Butler,December 3  1866  Harrow-on-the-Hill  Middlesex ,,Cambridge University ,,Right-hand bat,,Harrow School; Cambridge University,
Frederick Butler,December 29  1857  Radcliffe-on-Trent  Nottinghamshire ,,Nottinghamshire ,,Right-hand bat,,February 26  1923  Sailors' Snug Harbor  Staten Island  New York  United States of America (aged 65 years 59 days) ,
Francis Leicester Butler,February 28  1856  Battery Point  Hobart  Tasmania  Australia ,,South of England,,,,August 26  1885  Westminster  London (aged 29 years 179 days) ,
George Butler,February 20  1810  Mansfield  Nottinghamshire ,,Nottinghamshire,,Right-hand bat,Right-arm slow (roundarm),April 23  1887  Nottingham (aged 77 years 62 days) ,
George Stephen Butler,December 16  1900  Kennett  Marlborough  Wiltshire ,,Minor Counties ,,Right-hand bat,,September 21  1969  Kingswear  Devon (aged 68 years 279 days) ,
