Peter Higson,December 1  1905  Bramhall  Cheshire ,,Lancashire,,Right-hand bat,,April 19  1986  Hove  Sussex (aged 80 years 139 days) ,
Thomas Atkinson Higson,November 19  1873  Stockport  Cheshire ,,Derbyshire ,,Right-hand bat,Right-arm offbreak,August 3  1949  Grange-over-Sands  Lancashire (aged 75 years 257 days) ,
Thomas Atkinson Higson,March 25  1911  Whaley Bridge  Derbyshire ,,Derbyshire ,,Left-hand bat,Right-arm medium,January 15  1993  Stockport  Cheshire (aged 81 years 296 days) ,
Alan Lake Hilder,October 8  1901  Beckenham  Kent ,,Kent,,Right-hand bat,,May 2  1970  St Leonards-on-Sea  Sussex (aged 68 years 206 days) ,
Thomas Arthur Hilditch,January 10  1885  Sandbach  Cheshire ,,Warwickshire,,Right-hand bat,Right-arm fast-medium,August 7  1957  Bermuda  Nuneaton  Warwickshire (aged 72 years 209 days) ,
James Charles Hildreth,September 9  1984  Milton Keynes ,33 years 225 days,England Lions ,,Right-hand bat,Right-arm medium-fast,Millfield School  Glastonbury,
Rachel Anne Hildreth,December 19  1993  York ,24 years 124 days,Yorkshire Women,,,,,
Henry Charles Thoroton Hildyard,October 16  1824  Flintham  Nottinghamshire ,,Oxford University,,,,September 14  1898  Rowley  Yorkshire (aged 73 years 333 days) ,
Horatio Samuel Hildyard,October 17  1805  Winestead  Yorkshire ,,Oxford University,,,,April 10  1886  Loftus  Yorkshire (aged 80 years 175 days) ,
Lyonel D'Arcy Hildyard,February 5  1861  Bury  Lancashire ,,Lancashire ,,Right-hand bat,,April 22  1931  Rowley Rectory  Hull  Yorkshire (aged 70 years 76 days) ,
Hill,date unknown ,,Sussex,,,,,
