Saurabh Sushant Bandekar,November 16  1987  Bombay (now Mumbai)  Maharashtra ,30 years 157 days,Goa ,Allrounder,Right-hand bat,Right-arm medium-fast,,
Subhash Manohar Bandiwadekar,April 25  1946  Bombay (now Mumbai)  Maharashtra ,,Mumbai ,,Right-hand bat,,Brother - ,
Vilas M Bandiwadekar,October 13  1957 ,60 years 191 days,,,,,Brother - ,
Swapnil Surendra Bandiwar,August 9  1988  Amravati ,29 years 256 days,Vidarbha,,Right-hand bat,Right-arm medium,,
Ahmed Omer Farooq Bandy,March 9  1995  Srinagar ,23 years 44 days,Jammu &amp; Kashmir,,Right-hand bat,Right-arm medium,,
Rohan Bane,date unknown ,,Tata Sports Club,,,,,
A Banerjee,date unknown ,,,,,,Umpire,
A Banerjee,date unknown ,,,,,,Umpire,
Ajay Banerjee,June 30  1969  Ludhiana  Punjab ,48 years 296 days,Haryana,,Left-hand bat,,,
Audrish Banerjee,February 26  1975  Belurmath  Bengal ,43 years 55 days,Bengal,,Right-hand bat,Right-arm offbreak,,
