Vipin Singh,October 21  1993  Varanasi  Uttar Pradesh ,24 years 183 days,Services,,Right-hand bat,Slow left-arm orthodox,,
Vipul Gupta,September 28  1984  Chandigarh ,33 years 206 days,Punjab Under-16s,,Left-hand bat,Slow left-arm orthodox,,
Vipul Gupta,September 2  1988 ,29 years 232 days,Dehradun Devils,,Right-hand bat,Legbreak,,
Ashok Vir,date unknown ,,Haryana,,,,,
Karan Rajubhai Viradiya,October 17  1994  Surat  Gujarat ,23 years 187 days,India Under-19s,,Right-hand bat,Right-arm offbreak,,
K Viranchanamurthy,date unknown ,,Mysore,,,,,
Virat Binod Singh,December 8  1997  East Singhbhum  Bihar ,20 years 135 days,Jharkhand ,,Left-hand bat,Legbreak googly,,
Kanwar Virdi,February 11  1969 ,49 years 70 days,Haryana,,Right-hand bat,Right-arm medium,,
Jai Narayan Virelly,date unknown ,,Services,,,Right-arm medium,,
Virendra,date unknown ,,Jodhpur Jodhana Royals,,,Slow left-arm orthodox,,
Virendra Singh Gujar,date unknown ,,Jodhpur Jodhana Royals,,Right-hand bat,Right-arm medium-fast,,
Virendra Yadav,date unknown ,,Mumbai Combined XI,,,,,
Santosh Virkar,December 5  1980 ,37 years 138 days,Baroda,,Right-hand bat,Right-arm medium,,
Saurabh Virmani,November 3  1984  Faridabad  Haryana ,33 years 170 days,Haryana,,Right-hand bat,Right-arm fast,,
Bangle Vishal Kumar,June 19  1979  Lospet ,38 years 307 days,India Blind,,Right-hand bat,,Wicketkeeper,
