Keith Hugh Baird,December 27  1911  Perth  Western Australia ,,Western Australia,,Right-hand bat,Legbreak,July 18  1965  Peppermint Grove  Western Australia (aged 53 years 203 days) ,
R Baird,date unknown ,,,,,,Umpire,
A Baker,date unknown ,,Northern New South Wales,,,,,
Charles Michael Baker,June 18  1880  Ballarat East  Victoria ,,Victoria,,Left-hand bat,,May 4  1962  Ballarat  Victoria (aged 81 years 320 days) ,
Charles Ronald Baker,March 24  1939  Newcastle  New South Wales ,79 years 29 days,New South Wales,,Right-hand bat,,,
Dennis James Baker,December 29  1947  Norseman  Western Australia ,70 years 114 days,Tasmania ,,Right-hand bat,Right-arm fast-medium,,
Everard Audley Baker,July 28  1913  Cohuna  Victoria ,,Victoria,,Left-hand bat,,Wicketkeeper,
Frederick Baker,August 5  1851  England ,,Victoria,,Left-hand bat,Left-arm fast,September 14  1939  Perth  Western Australia (aged 88 years 40 days) ,
Glen William Baker,August 9  1915  Townsville  Queensland ,,Queensland,,Right-hand bat,Right-arm medium,December 15  1943  Buna  New Guinea (aged 28 years 128 days) ,
Leigh James Baker,September 20  1951  Oakleigh  Melbourne  Victoria ,66 years 214 days,Victoria,,Right-hand bat,Legbreak googly,,
Matthew James Baker,November 23  1980  Lismore  New South Wales ,37 years 150 days,Australia Under-19s ,,Right-hand bat,Right-arm fast,,
Nick Baker,October 9  1980 ,37 years 195 days,Australia Under-15s,,Right-hand bat,Right-arm medium,,
