Jordan Finney,August 24  1993  Frimley  Surrey ,24 years 241 days,Devon,,Right-hand bat,Right-arm offbreak,,
Roger John Finney,August 2  1960  Darley Dale  Derbyshire ,57 years 263 days,Derbyshire ,,Right-hand bat,Left-arm medium  Slow left-arm orthodox,,
William Finney,August 13  1866  Newtown  Montgomeryshire  Wales ,,Leicestershire,,Right-hand bat,Right-arm medium-fast  Right-arm slow,May 8  1927  Stamford  Lincolnshire (aged 60 years 268 days) ,
Godfrey Christopher Firbank,June 19  1895  Aldwick Court  Wrington  Somerset ,,Army ,,,Slow left-arm orthodox,July 8  1947  Hoplands  King's Somborne  Hampshire (aged 52 years 19 days) ,
Nathan J Firn,date unknown ,,Yorkshire 2nd XI ,,,,,
Alfred Firth,September 3  1847  Dewsbury  Yorkshire ,,Yorkshire,,,,January 16  1927  Wyke  Bradford  Yorkshire (aged 79 years 135 days) ,
Agnes Rose Firth,October 25  1995  Leeds  Yorkshire ,22 years 179 days,Yorkshire Women,,,,,
Beatrice Lily Firth,October 25  1995  Leeds  Yorkshire ,22 years 179 days,Yorkshire Women,,,,,
Edgar Beckwith Firth,April 11  1863  Malton  Yorkshire ,,Yorkshire,,,,July 25  1905  Matjesfontein  Cape Province  South Africa (aged 42 years 105 days) ,
EH Firth,date unknown ,,Sussex Home Guard,,,,,
Edward Loxley Firth,March 7  1886  Hope  Derbyshire ,,Yorkshire,,,,Edward Loxley-Firth,
