Aamer Bhatti,date unknown ,,Sargodha,,,,,
Aamer Brohi,date unknown ,,Hyderabad Hawks,,,,,
Aamer Butt,date unknown ,,Faisalabad,,,,,
Mohammad Aamer Butt,April 5  1971  Gujrat  Punjab ,47 years 17 days,Gujranwala Cricket Association,,Left-hand bat,Left-arm fast-medium,,
Aamer Hussain Butt,June 22  1977  Islamabad  Punjab ,40 years 304 days,Islamabad Cricket Association,,Left-hand bat,Slow left-arm orthodox,,
Aamer Butt,April 14  1976  Lahore  Punjab ,42 years 8 days,Lahore,,Right-hand bat,Right-arm medium,,
Aamer Ahmed Gangat,October 28  1976  Karachi  Sind ,41 years 176 days,Karachi,,Right-hand bat,Right-arm offbreak,,
Aamer Gul,December 27  1974  Lahore  Punjab ,43 years 116 days,Bahawalpur ,,Right-hand bat,Right-arm offbreak,,
Aamer Gulzar,October 27  1985  Gujranwala ,32 years 177 days,Gujranwala Cricket Association,,Right-hand bat,Legbreak,Amir Gulzar,
Aamer Hameed,July 18  1969  Karachi  Sind ,48 years 278 days,Karachi,,Right-hand bat,Right-arm offbreak,,
Aamer Hameed,October 18  1954  Lahore  Punjab ,63 years 186 days,Pakistan ,,Right-hand bat,Right-arm medium-fast,,
