John Stuart Timm,August 10  1951  Grahamstown  Cape Province ,66 years 255 days,Eastern Province,,Right-hand bat,Right-arm offbreak,,
John Clive Timms,June 7  1935  East London  Cape Province ,,,,,,Umpire,
Ebrahim Timol,April 6  2000 ,18 years 16 days,Mpumalanga Under-15s,,Right-hand bat,Right-arm medium,,
Farouk Timol,date unknown ,,South Africa,,Right-hand bat,,,
Farouk Timol,date unknown ,,Natal (SACB),,Right-hand bat,,,
Ismail Timol,date unknown ,,Natal (SACB) ,,,,Wicketkeeper,
Russell Bryan Tindale,April 19  1984  Cape Town ,34 years 3 days,Gauteng,,Right-hand bat,Right-arm medium-fast,,
Richard Tissiman,May 26  1993 ,24 years 331 days,University of Cape Town,,Right-hand bat,Right-arm medium,,
E Titus,date unknown ,,South Western Districts Under-19s,,,,,
Lebatho Tlaka,date unknown ,,Mpumalanga Women,,,,,
Tumelo Tlhokwe,August 24  1994  Soweto ,23 years 241 days,Gauteng Under-19s,,Right-hand bat,Right-arm offbreak,,
Lebone Tlou,date unknown ,,Mpumalanga Under-19s Women,,,,,
Tukisi Tloubatla,January 18  1998 ,20 years 94 days,Northerns Under-17s,,Right-hand bat,,,
Atholston Tobias,February 15  1996  Queenstown ,22 years 66 days,Border Under-17s,,Right-hand bat,Legbreak,Queens College,
