Katrina Susan Molloy,date unknown ,,Auckland Women ,,,,,
Denis Andrew Robert Moloney,August 11  1910  Dunedin  Otago ,,New Zealand ,,Right-hand bat,Legbreak,July 15  1942  Ruweisat Ridge  El Alamein  Egypt (aged 31 years 338 days) ,
Bethany Clare Molony,October 31  2000  Wellington ,17 years 173 days,Wellington Women,,Right-hand bat,Right-arm medium,,
David Matthew Molony,May 30  1966  Wellington ,51 years 327 days,Wellington,,Right-hand bat,Right-arm fast-medium,,
David Wyatt Monaghan,1923 ,,South Island,,,,January 27  1944  Caserta  Italy (aged 21 years) ,
Harold Wyatt Monaghan,October 7  1886  Karori  Wellington ,,Canterbury ,,Left-hand bat,Right-arm medium,October 15  1958  Levin  Manawatu (aged 72 years 8 days) ,
John Stanley Monck,February 28  1845  Coley Park  Reading  Berkshire  England ,,Canterbury,,,,September 3  1929  Sumner  Christchurch  Canterbury (aged 84 years 187 days) ,
Leonard Stanley Monk,November 14  1873  Dunedin  Otago ,,Otago,,,,July 21  1948  Edgecliffe  Australia (aged 74 years 250 days) ,
Philip George Monk,August 23  1907  Auckland ,,Otago,,Right-hand bat,Right-arm medium,October 17  1993  Christchurch  Canterbury (aged 86 years 55 days) ,
Alexander Patrick Johnstone Monteath,September 12  1913  Christchurch  Canterbury ,,Otago,,,,Wicketkeeper,
Leslie Thomas James Monteith,January 26  1905  Auckland ,,Auckland,,Right-hand bat,Right-arm offbreak,November 17  1993  Auckland (aged 88 years 295 days) ,
Robert Lawrence Monteith,1937 ,,,,,,Umpire,
