Hamza Qayyum,July 6  1991  Lahore  Punjab  Pakistan ,26 years 290 days,Hertfordshire,,Right-hand bat,Right-arm offbreak,,
Edwin Charles Hanbury,June 23  1848  Clapham Park  London ,,Surrey,,Right-hand bat,,September 29  1914  Ramsgate  Kent (aged 66 years 98 days) ,
Osgood Hanbury,February 16  1836  Bath  Somerset ,,Oxford University,,,,May 3  1882  Westminster  London (aged 46 years 76 days) ,
T P Hanbury,date unknown ,,Marylebone Cricket Club,,,,,
David Arthur Hancock,March 28  1940  Newcastle-under-Lyme  Staffordshire ,78 years 25 days,Minor Counties ,,Left-hand bat,,,
Daniel Mark Hancock,July 22  1986  Stoke-on-Trent ,31 years 274 days,Staffordshire,,Right-hand bat,Right-arm offbreak,Brother - ,
John Patrick Hancock,January 16  1992  Stoke-on-Trent ,26 years 96 days,Staffordshire,,Right-hand bat,,Brother - ,
Joseph William Hancock,November 26  1876  Old Tupton  Derbyshire ,,Scotland ,,Left-hand bat,Left-arm medium,May 23  1939  Clifton  Rotherham  Yorkshire (aged 62 years 178 days) ,
Leslie Frank Hancock,October 25  1899  Jamnagar  Gujarat  India ,,Marylebone Cricket Club,,Right-hand bat,Right-arm medium-fast,birth registered as Frank Leslie Hancock,
Matthew James Hancock,August 23  1984  Coventry  Warwickshire ,33 years 242 days,Oxfordshire,,Right-hand bat,Slow left-arm orthodox,,
Neil David Hancock,April 13  1976  Casino  New South Wales  Australia ,42 years 9 days,Devon ,,Right-hand bat,Right-arm fast-medium,,
