Jyotsna Patel,date unknown ,,India Women,,,,,
Jawalant Patel,date unknown ,,Gujarat,,,Right-arm medium,,
Jaynti Patel,date unknown ,,Gujarat,,,,,
Jittu Patel,August 16  1970  Jamshedpur  Bihar ,47 years 249 days,Jharkhand,,Left-hand bat,Slow left-arm orthodox,,
Jasubhai A Patel,date unknown ,,Gujarat,,Left-hand bat,,Jasu Patel,
Jatin Bharatbhai Patel,October 3  1987  Ahmedabad  Gujarat ,30 years 201 days,Kolkata Knight Riders,,Right-hand bat,Slow left-arm orthodox,,
Jitendra Bhogilal Patel,June 9  1947  Bawla (near Ahmedabad) ,70 years 317 days,Gujarat,,Right-hand bat,Right-arm fast-medium,,
JB Patel,date unknown ,,Parsees,,,,,
JB Patel,date unknown ,,Vazir Sultan Colts XI,,,,,
JC Patel,October 2  1930  Surat  Gujarat ,87 years 202 days,Baroda ,,Left-hand bat,Slow left-arm orthodox,,
Jagadishkumar Dahyabhai Patel,December 23  1983  Rundh  Surat  Gujarat ,34 years 120 days,Gujarat,,Left-hand bat,Left-arm medium,,
Jaimin Jayprakashbhai Patel,February 2  1973  Bhadran  Gujarat ,45 years 79 days,Gujarat,,Right-hand bat,Left-arm medium,,
