Zaahir Hafeez,date unknown ,,Karachi,,,,,
Zaeem Qadri,December 25  1969  Lahore  Punjab ,48 years 118 days,Lahore,,Right-hand bat,Slow left-arm orthodox,,
Zaeem Hasan Raja,October 24  1956  Lahore  Punjab ,61 years 180 days,Bahawalpur ,,,,Father - ,
Zafar-ul-Haq,March 10  1939  Mardan  North-West Frontier Province ,,Lahore ,,Right-hand bat,Slow left-arm orthodox,Brother - ,
Zafarullah Jan,date unknown ,,Karachi,,,,,
Raja Zafar Abbasi,January 5  1970  Rawalpindi  Punjab ,48 years 107 days,National Bank of Pakistan,,Right-hand bat,Right-arm offbreak,Raja Zafar,
Zafar Afghan,date unknown ,,Bahawalpur,,,,,
Zafar Ahmed,December 4  1959  Karachi  Sind ,58 years 139 days,Allied Bank ,,Right-hand bat,Right-arm offbreak,,
Zafar Ahmed,March 11  1923  Lahore  Punjab ,,Northern India ,,Right-hand bat,Right-arm fast-medium,September 30  1999  Lahore  Punjab (aged 76 years 203 days) ,
Zafar Ali,September 4  1964  Karachi  Sind ,53 years 230 days,Karachi,,Right-hand bat,Legbreak,,
Zafar Ali Katper,March 2  1986  Naudero  Sind ,32 years 51 days,Hyderabad (Pakistan) ,,Right-hand bat,,Wicketkeeper,
Zafar Altaf,August 1  1941  Agra  Uttar Pradesh  India ,,Karachi ,,Right-hand bat,Legbreak,December 5  2015  Islamabad (aged 74 years 126 days) ,
Zafar Iqbal Chughtai,date unknown ,,,,,,Umpire,
