Montague Eric White,January 21  1908  London ,,Worcestershire,,Right-hand bat,Right-arm fast-medium,June 21  1970  Irby  Cheshire (aged 62 years 151 days) ,
Malcolm Frank White,May 15  1924  Walsall  Staffordshire ,,Warwickshire,,Right-hand bat,,Queen Mary Grammar School  Walsall; Cambridge University,
Matthew Richard White,September 26  1969  Bedford ,48 years 208 days,Bedfordshire,,Right-hand bat,Right-arm fast,,
Oliver Claude White,March 11  1880  Iver  Buckinghamshire ,,Northamptonshire,,Right-hand bat,Right-arm slow,January 12  1956  Earlswood  Redhill  Surrey (aged 75 years 307 days) ,
Paul Peter White,September 1  1978  Oxford ,39 years 233 days,Oxfordshire,,Right-hand bat,Slow left-arm orthodox,,
Richard White,date unknown ,,,,,,Umpire,
Robert Arthur White,October 6  1936  Fulham  London ,81 years 198 days,Middlesex ,,Left-hand bat,Right-arm offbreak,Umpire,
Robert Allan White,October 15  1979  Chelmsford  Essex ,38 years 189 days,Loughborough Marylebone Cricket Club University (England) ,,Right-hand bat,Legbreak,Stowe School  Durham University  Loughborough University,
Roger Frank White,November 22  1943  Perivale  Middlesex ,74 years 151 days,Middlesex,,Right-hand bat,Slow left-arm orthodox,,
Robert George White,September 15  1995  Ealing  Middlesex ,22 years 219 days,Harrow School ,,Right-hand bat,Right-arm medium,Harrow School,
Richard Howard White,April 27  1934  Carlton  Bedfordshire ,83 years 360 days,Bedfordshire,,Right-hand bat,Right-arm fast-medium,,
Reginald Strelley Moresby White,February 22  1893  Grantham  Lincolnshire ,,Europeans (India) ,,,,Wicketkeeper,
