David Robert Gilbert,December 29  1960  Darlinghurst  Sydney  New South Wales ,57 years 114 days,Australia ,,Right-hand bat,Right-arm fast-medium,Coach,
Eddie Gilbert,August 1  1905  Woodford  Queensland ,,Queensland,,Left-hand bat,Right-arm fast,January 9  1978  Wacol  Queensland (aged 72 years 161 days) ,
George Henry Bailey Gilbert,September 2  1829  Cheltenham  Gloucestershire  England ,,Middlesex ,,Right-hand bat,Right-arm medium (roundarm),Half-brother - ,
T Gilbert,date unknown ,,Rockingham-Mandurah Invitational XI,,,,,
Robert James Gilbourne,July 16  1943  Adelaide  South Australia ,74 years 280 days,South Australia,,Left-hand bat,,,
Adam Craig Gilchrist,November 14  1971  Bellingen  New South Wales ,46 years 159 days,Australia ,Wicketkeeper batsman,Left-hand bat,Right-arm offbreak,1.86 m ,
Emily Giles,1993 ,25 years,Queensland Under-15s Women,,Right-hand bat,Right-arm medium,,
Leonard George Giles,June 17  1921  Yorketown  South Australia ,,South Australia,,Right-hand bat,,August 23  1994  Glandore  South Australia (aged 73 years 67 days) ,
Matthew Gilkes,date unknown ,,Australian Capital Territory,,,,,
Lynwood Laurence Gill,November 19  1891  Macquarie Plains  Tasmania ,,Queensland ,,Right-hand bat,Right-arm medium,December 4  1986  Pullenvale  Queensland (aged 95 years 15 days) ,
