Steven Martin Lloyd,May 11  1951  Cape Town  Cape Province ,66 years 346 days,Western Province,,Right-hand bat,,,
Trevor Lloyd,date unknown ,,Orange Free State,,,,,
M Lo Berg,date unknown ,,,,,,Umpire,
Niel Lochner,June 13  2000 ,17 years 313 days,Boland Under-13s,,Right-hand bat,Right-arm medium,Curro Private School,
Andrew Lawrence Locke,August 6  1978  Johannesburg  Transvaal ,39 years 259 days,Gauteng ,,Right-hand bat,Right-arm medium-fast,,
Nicolas Lockyer,May 12  1992  Benoni  Transvaal ,25 years 345 days,Easterns ,,Right-hand bat,Right-arm medium,,
K Lodewyk,date unknown ,,,,,,Umpire,
John Robert Lodwick,August 19  1937  Johannesburg  Transvaal ,80 years 246 days,Transvaal,,Right-hand bat,Right-arm fast,,
Paul Sydney Loeser,February 16  1914  Johannesburg  Transvaal ,104 years 65 days,Transvaal,,,,Wicketkeeper,
Reginald Lofthouse,June 15  1914  Observatory  Cape Town  Cape Province ,103 years 311 days,Western Province,,,,,
Nicol Loftie-Eaton,March 15  2000 ,18 years 38 days,Namibia Under-15s ,,Left-hand bat,Right-arm fast,,
