Simon Francis Forde,January 25  1972  Tuatapere  Southland ,46 years 87 days,Otago,,Right-hand bat,Right-arm offbreak,,
Wolverley Attwood Fordham,September 9  1859  Broxbourne  Hertfordshire  England ,,Wellington,,,,February 24  1921  Achwell  Hertfordshire  England (aged 61 years 168 days) ,
Glen R Forgie,date unknown ,,Central Districts ,,Right-hand bat,Right-arm offbreak,,
James Cameron Forrest,June 16  1974  Auckland ,43 years 310 days,Auckland,,Left-hand bat,Right-arm medium,,
JT Forrester,date unknown ,,,,,,Umpire,
Cindy Leonie Forsyth,December 23  1980  New Plymouth  Taranaki ,37 years 120 days,Central Districts Women,,Left-hand bat,,,
H Forsyth,date unknown ,,Canterbury,,,,,
Philip Stanley Foster,April 4  1885  Timaru  Canterbury ,,Canterbury ,,Right-hand bat,Right-arm offbreak,March 20  1965  Christchurch  Canterbury (aged 79 years 350 days) ,
Roger James Fouhy,March 25  1972  Hamilton  Waikato  New Zealand ,46 years 28 days,Wellington ,,Right-hand bat,Right-arm medium-fast,,
Brian Graham Foulds,December 14  1944  Melbourne  Victoria  Australia ,73 years 129 days,Northern Districts,,Right-hand bat,Left-arm fast-medium,,
Liam Foulkes,date unknown ,,Namibia Under-19s,,,,,
JL Fourie,date unknown ,,,,,,Umpire,
