William Birkett,1839 ,,Gentlemen of the North,,,,details unknown ,
BD Birkhead,date unknown ,,Yorkshire 2nd XI,,,,,
Douglas Thomas Montague Birks,July 4  1919  Roche  Cornwall ,,Free Foresters,,Right-hand bat,Right-arm fast-medium,February 26  2004  Ledbury  Herefordshire (aged 84 years 237 days) ,
Malcolm James Birks,July 29  1975  Keighley  Yorkshire ,42 years 267 days,Cambridge University,,Right-hand bat,,Wicketkeeper,
Andrew Bartley Birley,December 14  1976  Birkenhead  Cheshire ,41 years 129 days,Cheshire,,Right-hand bat,Right-arm fast-medium,,
Francis Hornby Birley,March 14  1850  Chorlton  Manchester  Lancashire ,,Lancashire ,,Right-hand bat,Right-arm slow,August 1  1910  Dormans Land  Surrey (aged 60 years 140 days) ,
Joseph Hornby Birley,March 12  1827  Manchester  Lancashire ,,Manchester,,,,October 5  1881  Newton-Le-Willows  Lancashire (aged 54 years 207 days) ,
Henry Brydges Biron,June 13  1835  Lympne  Hythe  Kent ,,Kent,,Right-hand bat,,April 7  1915  Derringstone  Canterbury  Kent (aged 79 years 298 days) ,
Thomas William Birtle,March 28  1926  Stockton-on-Tees  Co Durham ,,Nottinghamshire,,Right-hand bat,Right-arm fast-medium,6 ft 3 in ,
Thomas James Denton Birtles,October 26  1886  Higham  Barnsley  Yorkshire ,,Yorkshire,,Right-hand bat,,January 13  1971  Attenborough  Nottinghamshire (aged 84 years 79 days) ,
Oliver Donald W Birts,August 21  1997  Basingstoke  Hampshire ,20 years 244 days,Berkshire ,,Right-hand bat,Slow left-arm orthodox,,
