Mumtaz Ali,May 1  1969  Sukkur  Sind ,48 years 356 days,Sukkur,,Left-hand bat,Left-arm medium,,
Mumtaz Allahditta,September 9  1982  Bahawalpur  Punjab ,35 years 225 days,Bahawalpur,,Right-hand bat,Right-arm fast-medium,,
Mumtaz Hussain,date unknown ,,Quetta,,,,,
Mumtaz Ahmed Khan,date unknown ,,Lahore,,Right-hand bat,Right-arm medium-fast,,
Mumtaz Khan,date unknown ,,Lahore,,,,,
Munawar Hussain,August 13  1914  Lahore  Punjab  Pakistan ,,,,,,Umpire,
Mian Munawwar-ul-Haq,1931  India ,,Sind,,Right-hand bat,,Father - ,
Syed Munawwar-ul-Hasan,August 5  1952  Karachi  Sind ,65 years 260 days,Karachi,,Right-hand bat,Legbreak,,
Munawwar Aftab Abbasi,November 9  1976  Rawalpindi  Punjab ,41 years 164 days,Rawalpindi,,Right-hand bat,Right-arm medium,Wicketkeeper,
Munawwar Ahmed,date unknown ,,Rawalpindi,,Left-hand bat,Slow left-arm orthodox,,
Munawwar Ali Khan,December 24  1924  Lahore  Punjab ,,East Pakistan ,,Right-hand bat,Right-arm fast,October 21  2013 (aged 88 years 301 days) ,
