David Walker Lyon,September 2  1943  Douglas  Isle of Man ,74 years 232 days,Cambridgeshire,,Right-hand bat,Right-arm fast-medium,Brother - ,
George Hamilton D'Oyly Lyon,October 3  1883  Bankipore  India ,,Hampshire ,,Right-hand bat,Right-arm medium,August 19  1947  Eastshaw  Midhurst  Sussex (aged 63 years 320 days) ,
Gordon William Francis Lyon,May 22  1905  Bradford-on-Avon  Wiltshire ,,Oxford University,,Right-hand bat,,December 22  1932  Steyning  Sussex (aged 27 years 214 days) ,
Herbert Lyon,April 29  1867  St Helier  Jersey  Channel Islands ,,Oxford University,,Right-hand bat,,Wicketkeeper,
John Lyon,May 17  1951  St Helens  Lancashire ,,Lancashire,,Right-hand bat,,Wicketkeeper,
Malcolm Douglas Lyon,April 22  1898  Caterham  Surrey ,,Cambridge University ,,Right-hand bat,,Brother - ,
Walter John Lyon,February 28  1841  Silver Hill  Barton-Under-Needwood  Staffordshire ,,Cambridge University,,,,March 16  1918  Tutbury  Staffordshire (aged 77 years 16 days) ,
Craig Warwick John Lyons,June 18  1970  Johannesburg  Transvaal  South Africa ,47 years 308 days,Oxford University,,Right-hand bat,,Wicketkeeper,
Godfrey Louis Lyons,May 23  1853  Fleetwood  Lancashire ,,Surrey,,Right-hand bat,,March 30  1931  Brighton  Sussex (aged 77 years 311 days) ,
Kevin James Lyons,December 18  1946  Cardiff  Glamorgan  Wales ,71 years 125 days,Glamorgan,,Right-hand bat,Right-arm medium,Umpire,
Natalie Lyons,April 11  1994 ,24 years 11 days,Cheshire Women,,,,,
Russell John Lyons,December 6  1967  Johannesburg  Transvaal  South Africa ,50 years 137 days,Cambridge University,,Right-hand bat,Legbreak,,
