Edward Balfour,January 2  1833  Marylebone  London ,,Oxford University,,Right-hand bat,(unknown arm) slow (roundarm),Brother - ,
Robert Drummond Balfour,March 1  1844  Putney  Surrey ,,Cambridge University,,Right-hand bat,,Brother - ,
Alexander Henry Ball,October 3  1986  Westminster  London ,31 years 201 days,Oxford MCCU ,,Right-hand bat,Right-arm offbreak,Eton College; St Catherine's Oxford,
Adam James Ball,March 1  1993  Greenwich  London ,25 years 52 days,England Under-19s ,,Right-hand bat,Left-arm fast-medium,,
Cameron Ball,date unknown ,,Derbyshire 2nd XI,,,,,
D Ball,date unknown ,,Staffordshire,,,,,
David Graham Ball,February 6  1984  Sydney  New South Wales  Australia ,34 years 75 days,Herefordshire,,Left-hand bat,Right-arm fast-medium,Pennant Hills  Sydney,
Dominic James Ball,January 1  1976  Stockport  Cheshire ,42 years 111 days,Cheshire,,Left-hand bat,Slow left-arm orthodox,,
Edgar Cedric Ball,January 11  1892  Richmond-upon-Thames  Surrey ,,Somerset,,Left-hand bat,Left-arm bowler,May 15  1969  Vancouver  British Columbia  Canada (aged 77 years 124 days) ,
Edward William Ball,February 10  1859  Clifton  Bristol ,,Gloucestershire,,,,July 31  1917  Tonbridge  Kent (aged 58 years 171 days) ,
Georgia Ball,April 27  1997 ,20 years 360 days,Derbyshire Women,,,,,
